#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h00 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modérées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORPN20MM : Nombre de jours de fortes précipitations (jour(s))
#     ATAV : Ecart de température moyenne journalière (°C)
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;NORPN20MM;ATAV;AFF98;ARRR;
11817;47.4298;4.829;RCP4.5;H1;7;1;-0.27;0.03;
11818;47.4275;4.935;RCP4.5;H1;6;1.01;-0.34;0.02;
11819;47.4251;5.041;RCP4.5;H1;5;1.03;-0.23;0.04;
11820;47.4226;5.1469;RCP4.5;H1;6;1.03;0.1;0.04;
11821;47.4199;5.2529;RCP4.5;H1;5;1.03;-0.14;0.04;
11822;47.4172;5.3588;RCP4.5;H1;5;1.04;-0.1;0.03;
11823;47.4144;5.4648;RCP4.5;H1;6;1;-0.64;0.04;
11824;47.4115;5.5707;RCP4.5;H1;6;1.01;-0.63;0.04;
11825;47.4085;5.6766;RCP4.5;H1;6;0.99;-0.96;0.05;
11826;47.4054;5.7825;RCP4.5;H1;6;0.98;-1.2;0.06;
11827;47.4022;5.8884;RCP4.5;H1;9;0.99;-1.04;0.05;
11828;47.3989;5.9943;RCP4.5;H1;9;0.99;-1.2;0.05;
11829;47.3955;6.1001;RCP4.5;H1;9;0.97;-0.96;0.06;
11830;47.392;6.206;RCP4.5;H1;9;0.99;-1.23;0.06;
11831;47.3884;6.3118;RCP4.5;H1;10;0.99;0.33;0.06;
11832;47.3847;6.4176;RCP4.5;H1;10;0.98;0.07;0.06;
11833;47.3809;6.5234;RCP4.5;H1;10;0.99;0.17;0.06;
11834;47.3771;6.6292;RCP4.5;H1;12;0.99;0.24;0.06;
11835;47.3731;6.735;RCP4.5;H1;12;0.99;0.2;0.06;
11836;47.369;6.8408;RCP4.5;H1;13;0.99;0.34;0.06;
11837;47.3648;6.9465;RCP4.5;H1;16;0;0;0.07;
11838;47.3606;7.0522;RCP4.5;H1;16;0;0;0.07;
11884;47.3947;-3.2318;RCP4.5;H1;4;0;0;-0;
11887;47.4095;-2.9146;RCP4.5;H1;3;0;0;-0.03;
11891;47.428;-2.4914;RCP4.5;H1;4;0;0;-0.03;
11892;47.4324;-2.3855;RCP4.5;H1;3;0.86;0.17;-0.03;
11893;47.4366;-2.2797;RCP4.5;H1;3;0.87;0.16;-0.03;
11894;47.4408;-2.1738;RCP4.5;H1;4;0.87;0;-0.02;
11895;47.4449;-2.0679;RCP4.5;H1;4;0.85;-0.2;-0.01;
11896;47.4489;-1.962;RCP4.5;H1;3;0.91;-0.24;-0.01;
11897;47.4527;-1.856;RCP4.5;H1;4;0.91;-0.5;-0;
11898;47.4565;-1.7501;RCP4.5;H1;4;0.91;-0.46;0;
11899;47.4602;-1.6441;RCP4.5;H1;4;0.91;-0.46;0;
11900;47.4638;-1.5382;RCP4.5;H1;4;0.9;-0.5;0.01;
11901;47.4673;-1.4322;RCP4.5;H1;4;0.9;-0.5;0.01;
11902;47.4707;-1.3262;RCP4.5;H1;4;0.89;-0.7;0;
11903;47.474;-1.2201;RCP4.5;H1;3;0.9;-0.93;-0.02;
11904;47.4772;-1.1141;RCP4.5;H1;4;0.89;-0.9;-0.02;
11905;47.4803;-1.0081;RCP4.5;H1;4;0.89;-0.8;-0.02;
11906;47.4834;-0.902;RCP4.5;H1;3;0.91;-0.77;-0.01;
11907;47.4863;-0.7959;RCP4.5;H1;3;0.91;-0.7;-0.01;
11908;47.4891;-0.6899;RCP4.5;H1;3;0.9;-0.87;0;
11909;47.4918;-0.5838;RCP4.5;H1;2;0.9;-0.63;0;
11910;47.4944;-0.4777;RCP4.5;H1;2;0.9;-0.64;0;
11911;47.497;-0.3716;RCP4.5;H1;2;0.93;-0.2;0.01;
11912;47.4994;-0.2654;RCP4.5;H1;2;0.94;-0.2;0.01;
11913;47.5017;-0.1593;RCP4.5;H1;3;0.94;-0.4;0.01;
11914;47.504;-0.0532;RCP4.5;H1;3;0.94;0.1;0.01;
11915;47.5061;0.053;RCP4.5;H1;3;0.95;0.17;0.01;
11916;47.5082;0.1591;RCP4.5;H1;2;0.94;0.13;0;
11917;47.5101;0.2653;RCP4.5;H1;3;0.96;-0.47;-0;
11918;47.5119;0.3715;RCP4.5;H1;3;0.97;-0.5;-0;
11919;47.5137;0.4776;RCP4.5;H1;2;0.97;0.23;-0.01;
11920;47.5154;0.5838;RCP4.5;H1;2;0.96;0.27;-0;
11921;47.5169;0.69;RCP4.5;H1;2;0.96;0.6;-0.01;
11922;47.5184;0.7962;RCP4.5;H1;2;0.95;0.5;0;
11923;47.5197;0.9024;RCP4.5;H1;2;0.96;0.63;0;
11924;47.521;1.0086;RCP4.5;H1;2;0.96;0.83;0;
11925;47.5222;1.1148;RCP4.5;H1;2;0.97;0.23;-0.01;
11926;47.5232;1.2211;RCP4.5;H1;2;0.97;0.3;-0.01;
11927;47.5242;1.3273;RCP4.5;H1;2;0.98;0.3;-0.02;
11928;47.5251;1.4335;RCP4.5;H1;2;0.98;0.57;-0.02;
11929;47.5259;1.5397;RCP4.5;H1;2;1.01;0.03;-0.02;
11930;47.5265;1.646;RCP4.5;H1;2;1.01;-0.04;-0.01;
11931;47.5271;1.7522;RCP4.5;H1;2;1;-0.63;0.01;
11932;47.5276;1.8584;RCP4.5;H1;2;0.99;-0.73;0.01;
11933;47.528;1.9647;RCP4.5;H1;2;1;-0.76;0.01;
11934;47.5283;2.0709;RCP4.5;H1;2;0.99;-0.74;0.01;
11935;47.5285;2.1772;RCP4.5;H1;2;0.98;-0.46;0.01;
11936;47.5286;2.2834;RCP4.5;H1;3;0.99;-0.87;0.01;
11937;47.5286;2.3896;RCP4.5;H1;4;0.98;-0.77;0.01;
11938;47.5285;2.4959;RCP4.5;H1;4;0.96;-0.96;0.01;
11939;47.5283;2.6021;RCP4.5;H1;5;0.97;-1.43;0.01;
11940;47.528;2.7084;RCP4.5;H1;4;0.99;-1.46;0.01;
11941;47.5276;2.8146;RCP4.5;H1;4;0.97;-1.83;0;
11942;47.5271;2.9208;RCP4.5;H1;4;0.99;-0.97;0.01;
11943;47.5266;3.0271;RCP4.5;H1;4;0.99;-0.77;0.01;
11944;47.5259;3.1333;RCP4.5;H1;4;0.99;-1.63;0;
11945;47.5251;3.2395;RCP4.5;H1;4;0.99;-1.6;0;
11946;47.5242;3.3458;RCP4.5;H1;3;1;-1.14;-0.01;
11947;47.5232;3.452;RCP4.5;H1;3;1;-1.14;-0.01;
11948;47.5222;3.5582;RCP4.5;H1;3;0.98;-1.1;-0.01;
11949;47.521;3.6644;RCP4.5;H1;3;0.99;-1.06;0.01;
11950;47.5197;3.7706;RCP4.5;H1;3;0.97;-0.9;0.02;
11951;47.5184;3.8768;RCP4.5;H1;4;0.98;-1.2;0.02;
11952;47.5169;3.983;RCP4.5;H1;4;0.96;-1.2;0.03;
11953;47.5154;4.0892;RCP4.5;H1;4;0.96;-1.14;0.03;
11954;47.5137;4.1954;RCP4.5;H1;5;0.96;-1.46;0.04;
11955;47.512;4.3016;RCP4.5;H1;5;0.96;-1.33;0.03;
11956;47.5101;4.4078;RCP4.5;H1;6;0.97;-1.23;0.03;
11957;47.5082;4.5139;RCP4.5;H1;5;0.95;-0.87;0.02;
11958;47.5061;4.6201;RCP4.5;H1;6;0.97;-0.46;0.02;
11959;47.504;4.7262;RCP4.5;H1;6;0.97;-0.74;0.02;
11960;47.5018;4.8324;RCP4.5;H1;6;0.99;-0.13;0.03;
11961;47.4994;4.9385;RCP4.5;H1;6;1.01;-0.47;0.02;
11962;47.497;5.0446;RCP4.5;H1;5;1.02;-0.53;0.03;
11963;47.4945;5.1507;RCP4.5;H1;6;1.03;0;0.04;
11964;47.4919;5.2568;RCP4.5;H1;5;1.05;-0.03;0.03;
11965;47.4891;5.3629;RCP4.5;H1;5;1.04;-0.16;0.03;
11966;47.4863;5.469;RCP4.5;H1;6;1.02;-0.53;0.04;
11967;47.4834;5.5751;RCP4.5;H1;6;1.01;-0.6;0.04;
11968;47.4804;5.6811;RCP4.5;H1;6;1.01;-1.06;0.04;
11969;47.4773;5.7872;RCP4.5;H1;6;0.99;-1.34;0.05;
11970;47.4741;5.8932;RCP4.5;H1;6;1;-1.34;0.05;
11971;47.4708;5.9992;RCP4.5;H1;7;1;-1.67;0.06;
11972;47.4674;6.1052;RCP4.5;H1;9;1;-0.7;0.05;
11973;47.4639;6.2112;RCP4.5;H1;9;1;-0.74;0.06;
11974;47.4603;6.3172;RCP4.5;H1;8;1.01;0.5;0.05;
11975;47.4566;6.4231;RCP4.5;H1;10;0.99;0.2;0.06;
11976;47.4528;6.5291;RCP4.5;H1;9;1;0.17;0.06;
11977;47.4489;6.635;RCP4.5;H1;9;1;0.13;0.06;
11978;47.4449;6.7409;RCP4.5;H1;10;0.98;0.23;0.06;
11979;47.4409;6.8468;RCP4.5;H1;11;0.98;0.37;0.07;
11980;47.4367;6.9527;RCP4.5;H1;12;0;0;0.06;
11982;47.428;7.1644;RCP4.5;H1;8;0.96;-0.87;0.07;
11983;47.4236;7.2703;RCP4.5;H1;10;0;0;0.07;
11984;47.419;7.3761;RCP4.5;H1;9;0.98;-1.33;0.08;
12028;47.4715;-3.1335;RCP4.5;H1;5;0;0;-0.01;
12031;47.4861;-2.8158;RCP4.5;H1;5;0;0;-0.03;
12032;47.4908;-2.7098;RCP4.5;H1;5;0.9;-1.03;-0.03;
12033;47.4953;-2.6039;RCP4.5;H1;5;0;0;-0.02;
12034;47.4998;-2.4979;RCP4.5;H1;4;0;0;-0.02;
12035;47.5042;-2.3919;RCP4.5;H1;5;0.88;-0.53;-0.02;
12036;47.5085;-2.2859;RCP4.5;H1;5;0.87;-0.6;-0.02;
12037;47.5126;-2.1799;RCP4.5;H1;6;0.89;-0.6;-0.01;
12038;47.5167;-2.0738;RCP4.5;H1;3;0.91;-0.37;-0.02;
12039;47.5207;-1.9678;RCP4.5;H1;3;0.91;-0.4;-0.02;
12040;47.5246;-1.8617;RCP4.5;H1;4;0.91;-0.27;-0;
12041;47.5284;-1.7556;RCP4.5;H1;4;0.9;-0.57;0;
12042;47.5321;-1.6495;RCP4.5;H1;4;0.91;-0.5;0;
12043;47.5357;-1.5434;RCP4.5;H1;4;0.89;-0.64;0.01;
12044;47.5392;-1.4373;RCP4.5;H1;4;0.89;-0.54;0;
12045;47.5426;-1.3311;RCP4.5;H1;4;0.9;-0.53;0.01;
12046;47.5459;-1.2249;RCP4.5;H1;4;0.9;-0.77;-0.01;
12047;47.5491;-1.1188;RCP4.5;H1;3;0.92;-0.53;-0.01;
12048;47.5522;-1.0126;RCP4.5;H1;3;0.92;-0.63;-0.01;
12049;47.5553;-0.9064;RCP4.5;H1;3;0.91;-0.46;-0;
12050;47.5582;-0.8002;RCP4.5;H1;3;0.91;-0.9;0;
12051;47.561;-0.694;RCP4.5;H1;3;0.92;-0.57;0.01;
12052;47.5637;-0.5877;RCP4.5;H1;3;0.91;-0.4;0.02;
12053;47.5664;-0.4815;RCP4.5;H1;3;0.91;-0.5;0.02;
12054;47.5689;-0.3752;RCP4.5;H1;3;0.91;-0.23;0.01;
12055;47.5713;-0.269;RCP4.5;H1;3;0.94;-0.3;0.01;
12056;47.5737;-0.1627;RCP4.5;H1;3;0.94;-0.14;0.01;
12057;47.5759;-0.0564;RCP4.5;H1;3;0.94;0.1;0.01;
12058;47.578;0.0499;RCP4.5;H1;3;0.95;-0.1;0.01;
12059;47.5801;0.1562;RCP4.5;H1;2;0.95;0.26;0;
12060;47.582;0.2625;RCP4.5;H1;2;0.96;0.26;-0.01;
12061;47.5839;0.3688;RCP4.5;H1;3;0.96;0.43;-0.01;
12062;47.5856;0.4751;RCP4.5;H1;3;0.96;0.6;-0.01;
12063;47.5873;0.5815;RCP4.5;H1;2;0.97;0.6;-0.01;
12064;47.5888;0.6878;RCP4.5;H1;2;0.97;0.8;-0.01;
12065;47.5903;0.7941;RCP4.5;H1;2;0.97;0.74;-0.01;
12066;47.5917;0.9005;RCP4.5;H1;2;0.96;0.9;-0.01;
12067;47.5929;1.0068;RCP4.5;H1;2;0.97;0.8;-0.01;
12068;47.5941;1.1132;RCP4.5;H1;2;0.97;0.6;-0.01;
12069;47.5952;1.2196;RCP4.5;H1;2;0.96;0.4;-0.01;
12070;47.5962;1.3259;RCP4.5;H1;1;0.97;0;-0.02;
12071;47.597;1.4323;RCP4.5;H1;2;0.98;0.53;-0.02;
12072;47.5978;1.5387;RCP4.5;H1;2;1.01;0.04;-0.02;
12073;47.5985;1.645;RCP4.5;H1;2;1.01;-0.13;-0.01;
12074;47.5991;1.7514;RCP4.5;H1;3;1;-0.13;-0;
12075;47.5996;1.8578;RCP4.5;H1;3;1;-0.16;-0;
12076;47.6;1.9642;RCP4.5;H1;3;0.99;-0.23;0;
12077;47.6003;2.0706;RCP4.5;H1;2;0.99;-0.17;0;
12078;47.6004;2.1769;RCP4.5;H1;3;0.99;-0.2;0;
12079;47.6005;2.2833;RCP4.5;H1;4;1;-0.37;0;
12080;47.6005;2.3897;RCP4.5;H1;3;0.97;-0.8;0;
12081;47.6004;2.4961;RCP4.5;H1;3;0.97;-0.93;0.01;
12082;47.6003;2.6025;RCP4.5;H1;4;0.97;-1.4;0.01;
12083;47.6;2.7089;RCP4.5;H1;4;0.97;-1.33;0.01;
12084;47.5996;2.8153;RCP4.5;H1;4;0.97;-1.83;0;
12085;47.5991;2.9216;RCP4.5;H1;4;0.97;-1.27;0.01;
12086;47.5985;3.028;RCP4.5;H1;4;0.97;-1.6;0;
12087;47.5978;3.1344;RCP4.5;H1;4;0.98;-1.57;0;
12088;47.597;3.2408;RCP4.5;H1;4;0.99;-1.66;0;
12089;47.5962;3.3471;RCP4.5;H1;3;0.97;-1.24;-0;
12090;47.5952;3.4535;RCP4.5;H1;3;1;-0.84;-0.01;
12091;47.5941;3.5599;RCP4.5;H1;3;1;-1.24;-0.01;
12092;47.593;3.6662;RCP4.5;H1;3;0.98;-0.73;-0;
12093;47.5917;3.7726;RCP4.5;H1;3;0.97;-1.13;0.02;
12094;47.5903;3.8789;RCP4.5;H1;4;0.99;-0.8;0.02;
12095;47.5889;3.9853;RCP4.5;H1;4;0.98;-0.86;0.03;
12096;47.5873;4.0916;RCP4.5;H1;4;0.98;-0.7;0.02;
12097;47.5857;4.1979;RCP4.5;H1;5;0.99;-0.94;0.03;
12098;47.5839;4.3042;RCP4.5;H1;5;0.97;-1.1;0.03;
12099;47.5821;4.4106;RCP4.5;H1;5;0.96;-1.3;0.03;
12100;47.5801;4.5169;RCP4.5;H1;5;0.95;-1.13;0.02;
12101;47.5781;4.6232;RCP4.5;H1;6;0.97;-0.53;0.02;
12102;47.5759;4.7295;RCP4.5;H1;6;0.97;-0.67;0.02;
12103;47.5737;4.8357;RCP4.5;H1;6;0.99;0.1;0.03;
12104;47.5714;4.942;RCP4.5;H1;6;1;-0.3;0.02;
12105;47.5689;5.0483;RCP4.5;H1;5;1.01;-0.46;0.02;
12106;47.5664;5.1545;RCP4.5;H1;6;1.03;-0.4;0.04;
12107;47.5638;5.2608;RCP4.5;H1;6;1.05;-0.34;0.03;
12108;47.561;5.367;RCP4.5;H1;5;1.04;-0.46;0.03;
12109;47.5582;5.4732;RCP4.5;H1;6;1.03;-0.4;0.03;
12110;47.5553;5.5794;RCP4.5;H1;6;1.03;-0.36;0.03;
12111;47.5523;5.6856;RCP4.5;H1;6;1.01;-0.87;0.04;
12112;47.5492;5.7918;RCP4.5;H1;6;0.99;-1.5;0.05;
12113;47.546;5.898;RCP4.5;H1;6;0.99;-1.36;0.05;
12114;47.5426;6.0042;RCP4.5;H1;7;1.01;-1.43;0.07;
12115;47.5392;6.1103;RCP4.5;H1;7;1;-0.47;0.06;
12116;47.5357;6.2164;RCP4.5;H1;7;1.01;-0.57;0.06;
12117;47.5321;6.3226;RCP4.5;H1;9;1.01;-0.03;0.05;
12118;47.5284;6.4287;RCP4.5;H1;9;1;-0.1;0.05;
12119;47.5247;6.5348;RCP4.5;H1;11;1.03;-0.9;0.04;
12120;47.5208;6.6408;RCP4.5;H1;10;1.03;0.73;0.05;
12121;47.5168;6.7469;RCP4.5;H1;9;1.02;0.13;0.06;
12122;47.5127;6.8529;RCP4.5;H1;8;1.03;-0.3;0.05;
12123;47.5085;6.959;RCP4.5;H1;8;1.01;-0.1;0.05;
12124;47.5042;7.065;RCP4.5;H1;9;1.01;-0.17;0.05;
12125;47.4999;7.171;RCP4.5;H1;7;0.99;-0.43;0.06;
12126;47.4954;7.2769;RCP4.5;H1;8;1.01;-0.94;0.07;
12127;47.4908;7.3829;RCP4.5;H1;7;1.01;-0.83;0.07;
12128;47.4862;7.4888;RCP4.5;H1;7;0;0;0.08;
12171;47.5433;-3.1409;RCP4.5;H1;5;0;0;-0.01;
12172;47.5483;-3.0348;RCP4.5;H1;5;0;0;-0.01;
12173;47.5531;-2.9288;RCP4.5;H1;5;0;0;-0;
12174;47.5579;-2.8227;RCP4.5;H1;6;0;0;-0.03;
12175;47.5626;-2.7167;RCP4.5;H1;6;0;0;-0.03;
12176;47.5671;-2.6106;RCP4.5;H1;5;0.88;-0.63;-0.02;
12177;47.5716;-2.5044;RCP4.5;H1;5;0.88;-0.5;-0.02;
12178;47.576;-2.3983;RCP4.5;H1;5;0.86;-0.5;-0.01;
12179;47.5803;-2.2922;RCP4.5;H1;6;0.89;-0.6;-0.01;
12180;47.5845;-2.186;RCP4.5;H1;6;0.89;-0.5;-0.01;
12181;47.5886;-2.0798;RCP4.5;H1;3;0.91;-0.33;-0.02;
12182;47.5926;-1.9736;RCP4.5;H1;3;0.91;-0.46;-0.02;
12183;47.5965;-1.8674;RCP4.5;H1;4;0.91;-0.44;-0;
12184;47.6003;-1.7612;RCP4.5;H1;4;0.91;-0.43;0;
12185;47.604;-1.6549;RCP4.5;H1;4;0.9;-0.4;0;
12186;47.6076;-1.5486;RCP4.5;H1;4;0.9;-0.67;0.01;
12187;47.6111;-1.4424;RCP4.5;H1;5;0.9;-0.33;0.02;
12188;47.6145;-1.3361;RCP4.5;H1;5;0.91;-0.5;0.02;
12189;47.6178;-1.2298;RCP4.5;H1;5;0.91;-0.7;0;
12190;47.621;-1.1235;RCP4.5;H1;5;0.9;-0.8;-0.01;
12191;47.6241;-1.0171;RCP4.5;H1;3;0.92;-0.34;-0;
12192;47.6271;-0.9108;RCP4.5;H1;3;0.91;-0.36;0;
12193;47.6301;-0.8044;RCP4.5;H1;3;0.91;-0.67;0;
12194;47.6329;-0.6981;RCP4.5;H1;3;0.92;-0.57;0.01;
12195;47.6356;-0.5917;RCP4.5;H1;3;0.91;-0.47;0.02;
12196;47.6383;-0.4853;RCP4.5;H1;3;0.92;-0.5;0.02;
12197;47.6408;-0.3789;RCP4.5;H1;3;0.92;-0.3;0.01;
12198;47.6432;-0.2725;RCP4.5;H1;3;0.93;-0.23;0.02;
12199;47.6456;-0.1661;RCP4.5;H1;3;0.95;0.3;0.02;
12200;47.6478;-0.0597;RCP4.5;H1;3;0.97;-0.07;0.01;
12201;47.65;0.0468;RCP4.5;H1;3;0.96;-0.47;-0;
12202;47.652;0.1532;RCP4.5;H1;3;0.96;-0.5;-0;
12203;47.654;0.2597;RCP4.5;H1;3;0.96;-0.1;-0.01;
12204;47.6558;0.3661;RCP4.5;H1;3;0.96;-0.16;-0.01;
12205;47.6576;0.4726;RCP4.5;H1;3;0.96;0.3;-0.01;
12206;47.6592;0.5791;RCP4.5;H1;3;0.97;0.6;-0.01;
12207;47.6608;0.6856;RCP4.5;H1;2;0.97;0.87;-0.01;
12208;47.6623;0.792;RCP4.5;H1;2;0.97;0.9;-0.01;
12209;47.6636;0.8985;RCP4.5;H1;2;0.96;0.93;-0.01;
12210;47.6649;1.005;RCP4.5;H1;2;0.97;0.76;-0.01;
12211;47.6661;1.1115;RCP4.5;H1;2;0.96;0.6;-0.01;
12212;47.6671;1.218;RCP4.5;H1;1;0.96;0.07;-0.03;
12213;47.6681;1.3245;RCP4.5;H1;1;0.96;0.04;-0.03;
12214;47.669;1.4311;RCP4.5;H1;1;0.96;0.2;-0.03;
12215;47.6698;1.5376;RCP4.5;H1;2;0.97;0.3;-0.03;
12216;47.6704;1.6441;RCP4.5;H1;2;1.02;0.13;-0.02;
12217;47.671;1.7506;RCP4.5;H1;3;1;-0.2;-0.01;
12218;47.6715;1.8571;RCP4.5;H1;3;1;-0.26;-0.01;
12219;47.6719;1.9637;RCP4.5;H1;3;0.99;-0.13;-0.01;
12220;47.6722;2.0702;RCP4.5;H1;3;1;-0.14;-0;
12221;47.6724;2.1767;RCP4.5;H1;3;0.98;-0.66;-0;
12222;47.6725;2.2833;RCP4.5;H1;3;0.98;-0.6;0;
12223;47.6725;2.3898;RCP4.5;H1;2;0.97;-0.57;-0;
12224;47.6724;2.4963;RCP4.5;H1;3;0.97;-1.2;0.01;
12225;47.6722;2.6028;RCP4.5;H1;4;0.97;-1.43;0.01;
12226;47.6719;2.7094;RCP4.5;H1;4;0.98;-1.4;0.02;
12227;47.6715;2.8159;RCP4.5;H1;4;0.98;-1.63;0.01;
12228;47.671;2.9224;RCP4.5;H1;3;0.97;-1.5;0;
12229;47.6705;3.0289;RCP4.5;H1;3;0.98;-1.36;0;
12230;47.6698;3.1355;RCP4.5;H1;3;0.99;-1.3;-0.01;
12231;47.669;3.242;RCP4.5;H1;3;0.98;-1.07;-0.01;
12232;47.6681;3.3485;RCP4.5;H1;3;0.98;-1.14;-0.01;
12233;47.6671;3.455;RCP4.5;H1;4;0.98;-0.9;-0.01;
12234;47.6661;3.5615;RCP4.5;H1;3;1;-0.56;-0.01;
12235;47.6649;3.668;RCP4.5;H1;3;0.98;-0.67;-0;
12236;47.6636;3.7745;RCP4.5;H1;3;0.97;-1.16;0.02;
12237;47.6623;3.881;RCP4.5;H1;3;0.97;-0.87;0.02;
12238;47.6608;3.9875;RCP4.5;H1;4;0.97;-0.83;0.03;
12239;47.6592;4.094;RCP4.5;H1;4;0.98;-0.77;0.02;
12240;47.6576;4.2004;RCP4.5;H1;4;0.97;-0.9;0.02;
12241;47.6558;4.3069;RCP4.5;H1;5;0.97;-1.23;0.03;
12242;47.654;4.4134;RCP4.5;H1;6;0.97;-0.9;0.02;
12243;47.652;4.5198;RCP4.5;H1;6;0.96;-0.76;0.02;
12244;47.65;4.6263;RCP4.5;H1;5;0.95;-0.43;0.02;
12245;47.6478;4.7327;RCP4.5;H1;6;0.96;-0.3;0.02;
12246;47.6456;4.8391;RCP4.5;H1;6;0.97;-0.54;0.02;
12247;47.6433;4.9455;RCP4.5;H1;6;0.97;-0.03;0.02;
12248;47.6408;5.0519;RCP4.5;H1;5;0.99;-0.16;0.02;
12249;47.6383;5.1583;RCP4.5;H1;5;0.99;-0.4;0.02;
12250;47.6357;5.2647;RCP4.5;H1;6;1.02;-0.4;0.02;
12251;47.6329;5.3711;RCP4.5;H1;7;1.05;-0.23;0.03;
12252;47.6301;5.4775;RCP4.5;H1;7;1.04;-0.37;0.03;
12253;47.6272;5.5838;RCP4.5;H1;7;1.02;-0.9;0.04;
12254;47.6242;5.6902;RCP4.5;H1;6;1.01;-0.87;0.04;
12255;47.6211;5.7965;RCP4.5;H1;6;0.99;-1.44;0.05;
12256;47.6178;5.9028;RCP4.5;H1;6;0.99;-1.57;0.05;
12257;47.6145;6.0091;RCP4.5;H1;6;1;-1.76;0.06;
12258;47.6111;6.1154;RCP4.5;H1;7;1;-0.84;0.06;
12259;47.6076;6.2217;RCP4.5;H1;7;1;-0.87;0.06;
12260;47.604;6.328;RCP4.5;H1;7;1.01;-0.4;0.06;
12261;47.6003;6.4342;RCP4.5;H1;9;1.05;-0.73;0.04;
12262;47.5965;6.5404;RCP4.5;H1;9;1.05;-0.8;0.04;
12263;47.5926;6.6467;RCP4.5;H1;11;1.06;-0.44;0.04;
12264;47.5886;6.7529;RCP4.5;H1;10;1.06;-0.13;0.04;
12265;47.5845;6.859;RCP4.5;H1;8;1.03;-0.24;0.05;
12266;47.5803;6.9652;RCP4.5;H1;8;1.01;0.03;0.05;
12267;47.5761;7.0714;RCP4.5;H1;6;1;-0.03;0.06;
12268;47.5717;7.1775;RCP4.5;H1;6;0.99;0;0.07;
12269;47.5672;7.2836;RCP4.5;H1;7;1.01;-0.66;0.08;
12270;47.5626;7.3897;RCP4.5;H1;7;1.01;-0.56;0.08;
12271;47.558;7.4958;RCP4.5;H1;6;1.01;-1.07;0.07;
12272;47.5532;7.6019;RCP4.5;H1;6;0;0;0.08;
12311;47.5996;-3.4667;RCP4.5;H1;4;0;0;0.01;
12312;47.6049;-3.3605;RCP4.5;H1;4;0;0;0.01;
12314;47.6151;-3.1483;RCP4.5;H1;5;0.8;-0.56;-0.01;
12315;47.6201;-3.0421;RCP4.5;H1;5;0.87;-0.73;-0.01;
12316;47.6249;-2.9359;RCP4.5;H1;5;0.87;-0.9;-0;
12317;47.6297;-2.8297;RCP4.5;H1;5;0.89;-0.9;-0.03;
12318;47.6344;-2.7235;RCP4.5;H1;5;0.89;-0.93;-0.03;
12319;47.639;-2.6173;RCP4.5;H1;5;0.87;-0.56;-0.02;
12320;47.6434;-2.511;RCP4.5;H1;7;0.87;-0.4;-0.01;
12321;47.6478;-2.4047;RCP4.5;H1;6;0.88;0.27;-0.01;
12322;47.6521;-2.2984;RCP4.5;H1;6;0.89;-0.33;-0.01;
12323;47.6563;-2.1921;RCP4.5;H1;6;0.89;-0.57;-0.01;
12324;47.6604;-2.0858;RCP4.5;H1;5;0.89;-0.6;-0;
12325;47.6644;-1.9794;RCP4.5;H1;3;0.91;-0.46;-0;
12326;47.6683;-1.8731;RCP4.5;H1;3;0.91;-0.23;-0;
12327;47.6721;-1.7667;RCP4.5;H1;3;0.9;-0.3;0;
12328;47.6758;-1.6603;RCP4.5;H1;4;0.9;-0.3;0;
12329;47.6794;-1.5539;RCP4.5;H1;4;0.91;-0.37;0.01;
12330;47.6829;-1.4475;RCP4.5;H1;5;0.9;-0.53;0.02;
12331;47.6864;-1.3411;RCP4.5;H1;5;0.9;-0.47;0.02;
12332;47.6897;-1.2346;RCP4.5;H1;5;0.89;-0.67;0.01;
12333;47.6929;-1.1281;RCP4.5;H1;3;0.92;-0.4;-0.01;
12334;47.696;-1.0217;RCP4.5;H1;3;0.92;-0.34;-0;
12335;47.699;-0.9152;RCP4.5;H1;3;0.91;-0.37;0;
12336;47.702;-0.8087;RCP4.5;H1;3;0.9;-0.53;0.02;
12337;47.7048;-0.7022;RCP4.5;H1;3;0.91;-0.56;0.02;
12338;47.7075;-0.5957;RCP4.5;H1;2;0.91;-0.5;0.02;
12339;47.7102;-0.4891;RCP4.5;H1;2;0.91;-0.53;0.02;
12340;47.7127;-0.3826;RCP4.5;H1;2;0.92;-0.5;0.02;
12341;47.7151;-0.276;RCP4.5;H1;2;0.97;-0.53;0.01;
12342;47.7175;-0.1695;RCP4.5;H1;2;0.96;-0.47;0.01;
12343;47.7197;-0.0629;RCP4.5;H1;2;0.96;-0.13;0.01;
12344;47.7219;0.0437;RCP4.5;H1;2;0.97;-0.26;0.01;
