#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATAV : Ecart de température moyenne journalière (°C)
#     APN20MM : Ecart de nombre de jours de fortes précipitations (jour(s))
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
8075;45.5854;2.2853;RCP2.6;H1;1.32;1;0.6;0.04;
8076;45.5854;2.3878;RCP2.6;H1;1.32;1;0.4;0.04;
8077;45.5853;2.4903;RCP2.6;H1;1.28;2;-0.23;0.05;
8078;45.5851;2.5928;RCP2.6;H1;1.26;2;-0.07;0.06;
8079;45.5848;2.6953;RCP2.6;H1;1.26;2;-0.2;0.06;
8080;45.5844;2.7978;RCP2.6;H1;1.35;3;-0.1;0.04;
8081;45.584;2.9003;RCP2.6;H1;1.31;2;-1.4;0.04;
8082;45.5834;3.0028;RCP2.6;H1;1.37;1;-1.26;0.03;
8083;45.5827;3.1053;RCP2.6;H1;1.35;0;-0.06;0.02;
8084;45.582;3.2078;RCP2.6;H1;1.33;0;-0.33;0.05;
8085;45.5811;3.3103;RCP2.6;H1;1.34;0;-0.3;0.05;
8086;45.5802;3.4127;RCP2.6;H1;1.31;1;-0.73;0.07;
8087;45.5792;3.5152;RCP2.6;H1;1.28;2;-0.57;0.06;
8088;45.5781;3.6177;RCP2.6;H1;1.34;1;-0.73;0.07;
8089;45.5768;3.7202;RCP2.6;H1;1.37;1;-1.3;0.06;
8090;45.5755;3.8226;RCP2.6;H1;1.32;3;-1.23;0.06;
8091;45.5741;3.9251;RCP2.6;H1;1.36;3;-1.4;0.09;
8092;45.5726;4.0276;RCP2.6;H1;1.39;1;-0.24;0.06;
8093;45.571;4.13;RCP2.6;H1;1.43;1;-0.36;0.05;
8094;45.5693;4.2324;RCP2.6;H1;1.34;1;-0.03;0.09;
8095;45.5675;4.3349;RCP2.6;H1;1.39;1;0.07;0.09;
8096;45.5657;4.4373;RCP2.6;H1;1.39;2;-0.13;0.07;
8097;45.5637;4.5397;RCP2.6;H1;1.43;1;0;0.06;
8098;45.5616;4.6422;RCP2.6;H1;1.36;1;0.46;0.08;
8099;45.5595;4.7446;RCP2.6;H1;1.39;0;-0.34;0.07;
8100;45.5572;4.847;RCP2.6;H1;1.37;1;0.57;0.06;
8101;45.5549;4.9494;RCP2.6;H1;1.37;0;0.57;0.06;
8102;45.5524;5.0517;RCP2.6;H1;1.35;1;-0.13;0.05;
8103;45.5499;5.1541;RCP2.6;H1;1.37;1;-0.23;0.03;
8104;45.5473;5.2565;RCP2.6;H1;1.37;1;-0.24;0.03;
8105;45.5446;5.3588;RCP2.6;H1;1.42;0;-0.1;0.02;
8106;45.5418;5.4612;RCP2.6;H1;1.43;1;0.43;0.03;
8107;45.5389;5.5635;RCP2.6;H1;1.42;1;0.4;0.03;
8108;45.5359;5.6658;RCP2.6;H1;1.35;0;0.36;0.03;
8109;45.5328;5.7681;RCP2.6;H1;1.35;-1;0.6;0.03;
8110;45.5296;5.8704;RCP2.6;H1;1.36;1;0.34;0.05;
8111;45.5263;5.9727;RCP2.6;H1;1.42;3;-1.3;0.06;
8112;45.5229;6.075;RCP2.6;H1;1.46;1;-1;0.06;
8113;45.5194;6.1773;RCP2.6;H1;1.4;2;-0.93;0.06;
8114;45.5159;6.2795;RCP2.6;H1;1.37;3;-1.16;0.05;
8115;45.5122;6.3818;RCP2.6;H1;1.39;1;-1.47;0.02;
8116;45.5085;6.484;RCP2.6;H1;1.34;1;-0.4;0.04;
8117;45.5046;6.5862;RCP2.6;H1;1.33;1;-1.43;0.03;
8118;45.5007;6.6884;RCP2.6;H1;1.32;0;-1.7;0.03;
8119;45.4967;6.7906;RCP2.6;H1;1.63;1;-1.46;0.01;
8120;45.4926;6.8927;RCP2.6;H1;1.64;2;-1.43;0.01;
8121;45.4883;6.9949;RCP2.6;H1;1.57;1;-0.1;0.02;
8122;45.484;7.097;RCP2.6;H1;0;0;0;-0.01;
8185;45.6046;-1.0995;RCP2.6;H1;0;0;0;0.06;
8186;45.6077;-0.9971;RCP2.6;H1;1.14;1;0.57;0.05;
8187;45.6107;-0.8946;RCP2.6;H1;1.25;1;1.47;0.05;
8188;45.6136;-0.7922;RCP2.6;H1;1.25;1;1.5;0.04;
8189;45.6165;-0.6897;RCP2.6;H1;1.25;1;1.33;0.04;
8190;45.6192;-0.5872;RCP2.6;H1;1.25;0;1.34;0.04;
8191;45.6218;-0.4847;RCP2.6;H1;1.26;1;1.23;0.04;
8192;45.6243;-0.3822;RCP2.6;H1;1.27;1;0.97;0.05;
8193;45.6268;-0.2797;RCP2.6;H1;1.27;1;1.76;0.04;
8194;45.6291;-0.1771;RCP2.6;H1;1.25;1;1.63;0.04;
8195;45.6314;-0.0746;RCP2.6;H1;1.26;1;1.47;0.04;
8196;45.6336;0.0279;RCP2.6;H1;1.26;1;1.33;0.04;
8197;45.6356;0.1305;RCP2.6;H1;1.29;1;0.76;0.05;
8198;45.6376;0.233;RCP2.6;H1;1.29;2;0.77;0.05;
8199;45.6395;0.3356;RCP2.6;H1;1.3;1;0.66;0.05;
8200;45.6413;0.4382;RCP2.6;H1;1.29;1;0.67;0.05;
8201;45.643;0.5408;RCP2.6;H1;1.27;2;0.77;0.04;
8202;45.6445;0.6433;RCP2.6;H1;1.26;2;0.3;0.05;
8203;45.6461;0.7459;RCP2.6;H1;1.27;1;0.7;0.05;
8204;45.6475;0.8485;RCP2.6;H1;1.27;2;0.83;0.05;
8205;45.6488;0.9511;RCP2.6;H1;1.29;1;0.47;0.04;
8206;45.65;1.0537;RCP2.6;H1;1.29;1;0.67;0.04;
8207;45.6511;1.1563;RCP2.6;H1;1.29;0;0.54;0.04;
8208;45.6522;1.259;RCP2.6;H1;1.28;1;0.34;0.05;
8209;45.6531;1.3616;RCP2.6;H1;1.28;1;0.34;0.05;
8210;45.654;1.4642;RCP2.6;H1;1.26;1;-0.1;0.05;
8211;45.6547;1.5668;RCP2.6;H1;1.26;2;-0.54;0.05;
8212;45.6554;1.6694;RCP2.6;H1;1.28;2;-0.53;0.04;
8213;45.6559;1.7721;RCP2.6;H1;1.29;2;0.1;0.03;
8214;45.6564;1.8747;RCP2.6;H1;1.27;1;0.1;0.04;
8215;45.6568;1.9773;RCP2.6;H1;1.28;2;0.77;0.04;
8216;45.6571;2.08;RCP2.6;H1;1.28;1;0.23;0.04;
8217;45.6572;2.1826;RCP2.6;H1;1.28;2;0.16;0.04;
8218;45.6573;2.2852;RCP2.6;H1;1.29;0;0.24;0.02;
8219;45.6573;2.3879;RCP2.6;H1;1.31;2;-0.3;0.05;
8220;45.6572;2.4905;RCP2.6;H1;1.3;2;-0.17;0.05;
8221;45.6571;2.5931;RCP2.6;H1;1.26;2;-0.17;0.06;
8222;45.6568;2.6958;RCP2.6;H1;1.26;2;-0.07;0.06;
8223;45.6564;2.7984;RCP2.6;H1;1.33;2;0.1;0.05;
8224;45.6559;2.901;RCP2.6;H1;1.3;1;-1.23;0.05;
8225;45.6554;3.0037;RCP2.6;H1;1.3;1;-1.43;0.05;
8226;45.6547;3.1063;RCP2.6;H1;1.35;1;-0.3;0.03;
8227;45.654;3.2089;RCP2.6;H1;1.34;1;-0.24;0.05;
8228;45.6531;3.3115;RCP2.6;H1;1.35;1;-0.27;0.05;
8229;45.6522;3.4141;RCP2.6;H1;1.31;1;-0.5;0.07;
8230;45.6511;3.5168;RCP2.6;H1;1.33;1;-0.34;0.06;
8231;45.65;3.6194;RCP2.6;H1;1.32;1;-0.5;0.06;
8232;45.6488;3.722;RCP2.6;H1;1.34;3;-0.2;0.1;
8233;45.6475;3.8246;RCP2.6;H1;1.31;2;0.07;0.07;
8234;45.6461;3.9272;RCP2.6;H1;1.34;2;-0.93;0.08;
8235;45.6446;4.0298;RCP2.6;H1;1.43;1;-0.33;0.04;
8236;45.643;4.1323;RCP2.6;H1;1.43;1;-0.5;0.05;
8237;45.6413;4.2349;RCP2.6;H1;1.34;1;0.07;0.09;
8238;45.6395;4.3375;RCP2.6;H1;1.38;1;0;0.09;
8239;45.6376;4.4401;RCP2.6;H1;1.38;2;0.17;0.11;
8240;45.6356;4.5426;RCP2.6;H1;1.41;1;0.27;0.09;
8241;45.6336;4.6452;RCP2.6;H1;1.39;1;-0.43;0.08;
8242;45.6314;4.7477;RCP2.6;H1;1.4;2;-0.13;0.09;
8243;45.6292;4.8502;RCP2.6;H1;1.39;1;-0.1;0.07;
8244;45.6268;4.9528;RCP2.6;H1;1.42;1;0.27;0.07;
8245;45.6244;5.0553;RCP2.6;H1;1.36;1;-0.1;0.05;
8246;45.6218;5.1578;RCP2.6;H1;1.36;0;-0.27;0.03;
8247;45.6192;5.2603;RCP2.6;H1;1.35;0;-0.2;0.03;
8248;45.6165;5.3628;RCP2.6;H1;1.43;-1;0.3;0.01;
8249;45.6137;5.4653;RCP2.6;H1;1.43;0;0.37;0.03;
8250;45.6108;5.5677;RCP2.6;H1;1.41;0;0.2;0.03;
8251;45.6078;5.6702;RCP2.6;H1;1.34;1;0.3;0.03;
8252;45.6047;5.7726;RCP2.6;H1;1.36;1;0.44;0.05;
8253;45.6015;5.8751;RCP2.6;H1;1.34;0;0.04;0.05;
8254;45.5982;5.9775;RCP2.6;H1;1.33;0;-1.56;0.05;
8255;45.5948;6.0799;RCP2.6;H1;1.35;1;-1.4;0.04;
8256;45.5913;6.1823;RCP2.6;H1;1.45;2;-1.4;0.05;
8257;45.5878;6.2847;RCP2.6;H1;1.53;0;-1.47;0.04;
8258;45.5841;6.387;RCP2.6;H1;1.58;-1;-2.27;-0;
8259;45.5804;6.4894;RCP2.6;H1;1.32;1;-0.96;0.03;
8260;45.5765;6.5917;RCP2.6;H1;1.23;2;-1;0.04;
8261;45.5726;6.6941;RCP2.6;H1;1.2;2;-0.77;0.06;
8262;45.5685;6.7964;RCP2.6;H1;1.34;0;-0.3;0.02;
8263;45.5644;6.8987;RCP2.6;H1;1.31;0;0.43;-0.02;
8264;45.5602;7.0009;RCP2.6;H1;0;0;0;0;
8327;45.6733;-1.2066;RCP2.6;H1;0;0;0;0.05;
8328;45.6765;-1.104;RCP2.6;H1;1.14;1;0.4;0.05;
8329;45.6796;-1.0014;RCP2.6;H1;1.14;1;0.57;0.05;
8330;45.6826;-0.8988;RCP2.6;H1;1.26;1;1.54;0.05;
8331;45.6856;-0.7962;RCP2.6;H1;1.25;1;1.36;0.04;
8332;45.6884;-0.6936;RCP2.6;H1;1.26;0;1.4;0.04;
8333;45.6911;-0.591;RCP2.6;H1;1.25;0;1.37;0.04;
8334;45.6937;-0.4884;RCP2.6;H1;1.24;1;1.46;0.04;
8335;45.6963;-0.3857;RCP2.6;H1;1.27;1;1.5;0.05;
8336;45.6987;-0.2831;RCP2.6;H1;1.26;1;1.6;0.05;
8337;45.7011;-0.1804;RCP2.6;H1;1.26;1;1.9;0.04;
8338;45.7033;-0.0778;RCP2.6;H1;1.25;1;2.13;0.04;
8339;45.7055;0.0249;RCP2.6;H1;1.25;1;1.84;0.04;
8340;45.7076;0.1276;RCP2.6;H1;1.28;2;1;0.04;
8341;45.7095;0.2303;RCP2.6;H1;1.28;2;1.13;0.04;
8342;45.7114;0.333;RCP2.6;H1;1.28;2;0.67;0.05;
8343;45.7132;0.4357;RCP2.6;H1;1.27;1;1.23;0.05;
8344;45.7149;0.5384;RCP2.6;H1;1.28;2;0.9;0.04;
8345;45.7165;0.6411;RCP2.6;H1;1.27;2;0.63;0.05;
8346;45.718;0.7438;RCP2.6;H1;1.28;1;0.73;0.05;
8347;45.7194;0.8466;RCP2.6;H1;1.29;2;0.5;0.05;
8348;45.7207;0.9493;RCP2.6;H1;1.28;1;0;0.05;
8349;45.722;1.0521;RCP2.6;H1;1.27;2;0;0.05;
8350;45.7231;1.1548;RCP2.6;H1;1.28;1;-0.14;0.05;
8351;45.7241;1.2575;RCP2.6;H1;1.28;1;0.3;0.05;
8352;45.7251;1.3603;RCP2.6;H1;1.28;1;0.36;0.05;
8353;45.7259;1.463;RCP2.6;H1;1.26;1;0.17;0.05;
8354;45.7267;1.5658;RCP2.6;H1;1.26;1;0.27;0.05;
8355;45.7273;1.6686;RCP2.6;H1;1.25;1;0.64;0.05;
8356;45.7279;1.7713;RCP2.6;H1;1.23;2;0.36;0.04;
8357;45.7284;1.8741;RCP2.6;H1;1.28;2;0.03;0.03;
8358;45.7287;1.9769;RCP2.6;H1;1.28;2;0.17;0.03;
8359;45.729;2.0796;RCP2.6;H1;1.28;1;0.2;0.04;
8360;45.7292;2.1824;RCP2.6;H1;1.28;1;0.36;0.04;
8361;45.7293;2.2852;RCP2.6;H1;1.29;0;0.53;0.02;
8362;45.7293;2.3879;RCP2.6;H1;1.28;0;-0.17;0.03;
8363;45.7292;2.4907;RCP2.6;H1;1.29;1;-0.34;0.03;
8364;45.729;2.5935;RCP2.6;H1;1.25;1;-0.73;0.05;
8365;45.7287;2.6962;RCP2.6;H1;1.26;1;0.24;0.04;
8366;45.7284;2.799;RCP2.6;H1;1.24;2;0.8;0.06;
8367;45.7279;2.9018;RCP2.6;H1;1.25;2;-0.77;0.07;
8368;45.7273;3.0045;RCP2.6;H1;1.24;2;-0.86;0.07;
8369;45.7267;3.1073;RCP2.6;H1;1.35;0;-0.77;0.03;
8370;45.7259;3.21;RCP2.6;H1;1.38;1;-0.03;0.05;
8371;45.7251;3.3128;RCP2.6;H1;1.37;0;0.03;0.05;
8372;45.7241;3.4156;RCP2.6;H1;1.29;1;-0.46;0.06;
8373;45.7231;3.5183;RCP2.6;H1;1.35;1;-0.53;0.06;
8374;45.722;3.621;RCP2.6;H1;1.35;1;-0.53;0.06;
8375;45.7208;3.7238;RCP2.6;H1;1.32;3;-0.23;0.1;
8376;45.7194;3.8265;RCP2.6;H1;1.34;2;-1;0.07;
8377;45.718;3.9292;RCP2.6;H1;1.36;2;-1.33;0.09;
8378;45.7165;4.032;RCP2.6;H1;1.41;1;0.3;0.03;
8379;45.7149;4.1347;RCP2.6;H1;1.42;0;0.2;0.04;
8380;45.7132;4.2374;RCP2.6;H1;1.37;1;-0.17;0.08;
8381;45.7114;4.3401;RCP2.6;H1;1.41;2;0.7;0.09;
8382;45.7096;4.4428;RCP2.6;H1;1.4;2;0.7;0.1;
8383;45.7076;4.5455;RCP2.6;H1;1.42;3;0.13;0.1;
8384;45.7055;4.6482;RCP2.6;H1;1.4;1;-0.3;0.08;
8385;45.7034;4.7509;RCP2.6;H1;1.38;1;0.1;0.08;
8386;45.7011;4.8535;RCP2.6;H1;1.38;0;-0.07;0.06;
8387;45.6988;4.9562;RCP2.6;H1;1.39;1;-0.1;0.07;
8388;45.6963;5.0588;RCP2.6;H1;1.42;1;0.2;0.05;
8389;45.6938;5.1615;RCP2.6;H1;1.34;0;-0.14;0.03;
8390;45.6911;5.2641;RCP2.6;H1;1.36;0;-0.26;0.03;
8391;45.6884;5.3667;RCP2.6;H1;1.42;-1;0.17;0.01;
8392;45.6856;5.4693;RCP2.6;H1;1.43;-1;0.6;0.01;
8393;45.6827;5.5719;RCP2.6;H1;1.51;0;1.27;0.04;
8394;45.6797;5.6745;RCP2.6;H1;1.57;1;1.4;0.06;
8395;45.6766;5.7771;RCP2.6;H1;1.41;0;-0.64;0.05;
8396;45.6734;5.8797;RCP2.6;H1;1.4;0;-1;0.05;
8397;45.6701;5.9822;RCP2.6;H1;1.44;2;-1.8;0.04;
8398;45.6667;6.0848;RCP2.6;H1;1.37;2;-1.2;0.05;
8399;45.6632;6.1873;RCP2.6;H1;1.38;1;-1.1;0.04;
8400;45.6596;6.2898;RCP2.6;H1;1.48;1;-0.57;0.04;
8401;45.656;6.3923;RCP2.6;H1;1.54;-1;-1.4;0.03;
8402;45.6522;6.4948;RCP2.6;H1;1.32;1;-0.94;0.03;
8403;45.6484;6.5973;RCP2.6;H1;1.22;1;-1.13;0.04;
8404;45.6444;6.6997;RCP2.6;H1;1.2;1;-1;0.03;
8405;45.6404;6.8022;RCP2.6;H1;1.38;0;-0.16;0.03;
8406;45.6363;6.9046;RCP2.6;H1;1.31;0;0.24;-0.02;
8407;45.632;7.007;RCP2.6;H1;0;0;0;-0;
8470;45.7452;-1.2112;RCP2.6;H1;1.14;1;0.37;0.05;
8471;45.7484;-1.1085;RCP2.6;H1;1.15;1;0.4;0.05;
8472;45.7515;-1.0058;RCP2.6;H1;1.13;1;0.7;0.05;
8473;45.7545;-0.9031;RCP2.6;H1;1.23;1;1.77;0.05;
8474;45.7575;-0.8003;RCP2.6;H1;1.25;1;1.24;0.04;
8475;45.7603;-0.6976;RCP2.6;H1;1.24;1;1.26;0.04;
8476;45.763;-0.5948;RCP2.6;H1;1.23;1;1.27;0.05;
8477;45.7657;-0.4921;RCP2.6;H1;1.23;1;1.17;0.05;
8478;45.7682;-0.3893;RCP2.6;H1;1.23;1;1.8;0.06;
8479;45.7707;-0.2865;RCP2.6;H1;1.26;1;1.64;0.05;
8480;45.773;-0.1837;RCP2.6;H1;1.25;1;1.87;0.05;
8481;45.7753;-0.0809;RCP2.6;H1;1.26;2;2.13;0.04;
8482;45.7774;0.0219;RCP2.6;H1;1.25;1;1.73;0.04;
8483;45.7795;0.1247;RCP2.6;H1;1.28;2;1.16;0.04;
8484;45.7815;0.2275;RCP2.6;H1;1.28;2;1.24;0.04;
8485;45.7834;0.3304;RCP2.6;H1;1.28;2;0.63;0.05;
8486;45.7852;0.4332;RCP2.6;H1;1.25;1;0.87;0.04;
8487;45.7869;0.5361;RCP2.6;H1;1.27;1;1.34;0.04;
8488;45.7885;0.6389;RCP2.6;H1;1.27;2;1.16;0.05;
8489;45.79;0.7418;RCP2.6;H1;1.26;1;0.84;0.05;
8490;45.7914;0.8446;RCP2.6;H1;1.27;2;0.63;0.05;
8491;45.7927;0.9475;RCP2.6;H1;1.27;1;0.43;0.07;
8492;45.7939;1.0504;RCP2.6;H1;1.27;2;0.6;0.06;
8493;45.7951;1.1532;RCP2.6;H1;1.27;2;0.27;0.05;
8494;45.7961;1.2561;RCP2.6;H1;1.28;0;0.57;0.04;
8495;45.797;1.359;RCP2.6;H1;1.27;1;0.53;0.05;
8496;45.7979;1.4619;RCP2.6;H1;1.26;1;0.13;0.05;
8497;45.7986;1.5648;RCP2.6;H1;1.24;1;0.53;0.05;
8498;45.7993;1.6677;RCP2.6;H1;1.24;1;0.66;0.05;
8499;45.7999;1.7706;RCP2.6;H1;1.23;2;0.47;0.04;
8500;45.8003;1.8735;RCP2.6;H1;1.27;2;0.23;0.04;
8501;45.8007;1.9764;RCP2.6;H1;1.25;2;0.5;0.05;
8502;45.801;2.0793;RCP2.6;H1;1.25;2;-0.1;0.05;
8503;45.8012;2.1822;RCP2.6;H1;1.26;2;0.23;0.04;
8504;45.8013;2.2851;RCP2.6;H1;1.25;1;0;0.05;
8505;45.8013;2.388;RCP2.6;H1;1.25;1;-0.34;0.04;
8506;45.8012;2.4909;RCP2.6;H1;1.25;0;0.1;0.04;
8507;45.801;2.5938;RCP2.6;H1;1.25;1;-0.43;0.05;
8508;45.8007;2.6967;RCP2.6;H1;1.25;0;0.13;0.04;
8509;45.8003;2.7996;RCP2.6;H1;1.25;0;0.1;0.04;
8510;45.7999;2.9025;RCP2.6;H1;1.24;2;-0.9;0.06;
8511;45.7993;3.0054;RCP2.6;H1;1.33;1;-0.7;0.03;
8512;45.7987;3.1083;RCP2.6;H1;1.38;1;-0.9;0.02;
8513;45.7979;3.2112;RCP2.6;H1;1.38;1;0.14;0.05;
8514;45.7971;3.3141;RCP2.6;H1;1.39;1;0.2;0.05;
8515;45.7961;3.417;RCP2.6;H1;1.35;1;-0.1;0.07;
8516;45.7951;3.5198;RCP2.6;H1;1.34;1;-0.23;0.06;
8517;45.7939;3.6227;RCP2.6;H1;1.32;3;-0.07;0.09;
8518;45.7927;3.7256;RCP2.6;H1;1.33;2;0.07;0.08;
8519;45.7914;3.8285;RCP2.6;H1;1.38;2;-1.17;0.06;
8520;45.79;3.9313;RCP2.6;H1;1.4;1;-1;0.06;
8521;45.7885;4.0342;RCP2.6;H1;1.39;0;0.27;0.05;
8522;45.7869;4.137;RCP2.6;H1;1.37;1;0.06;0.08;
8523;45.7852;4.2399;RCP2.6;H1;1.37;1;0.16;0.08;
8524;45.7834;4.3427;RCP2.6;H1;1.41;1;0.77;0.08;
8525;45.7815;4.4456;RCP2.6;H1;1.4;2;0.9;0.09;
8526;45.7795;4.5484;RCP2.6;H1;1.38;3;0.03;0.11;
8527;45.7775;4.6512;RCP2.6;H1;1.4;1;-0.14;0.08;
8528;45.7753;4.754;RCP2.6;H1;1.42;2;0.2;0.09;
8529;45.773;4.8568;RCP2.6;H1;1.37;1;0.43;0.07;
8530;45.7707;4.9596;RCP2.6;H1;1.39;0;0.54;0.05;
8531;45.7682;5.0624;RCP2.6;H1;1.35;1;0.57;0.06;
8532;45.7657;5.1652;RCP2.6;H1;1.35;0;0.53;0.03;
8533;45.7631;5.2679;RCP2.6;H1;1.37;1;0.07;0.03;
8534;45.7603;5.3707;RCP2.6;H1;1.42;0;0.37;0.02;
8535;45.7575;5.4734;RCP2.6;H1;1.54;0;-0.03;0.05;
8536;45.7546;5.5762;RCP2.6;H1;1.54;1;-0.17;0.04;
8537;45.7516;5.6789;RCP2.6;H1;1.61;0;1.17;0.06;
8538;45.7485;5.7816;RCP2.6;H1;1.38;0;1.93;0.04;
8539;45.7453;5.8843;RCP2.6;H1;1.4;0;-0.87;0.05;
8540;45.742;5.987;RCP2.6;H1;1.43;1;-1.57;0.06;
8541;45.7386;6.0897;RCP2.6;H1;1.43;3;-1.06;0.07;
8542;45.7351;6.1923;RCP2.6;H1;1.41;1;-1.23;0.04;
8543;45.7315;6.295;RCP2.6;H1;1.53;1;-1.16;0.05;
8544;45.7279;6.3976;RCP2.6;H1;1.48;0;-1.23;0.02;
8545;45.7241;6.5002;RCP2.6;H1;1.45;-1;-0.46;0;
8546;45.7202;6.6028;RCP2.6;H1;1.36;0;-0.63;0.01;
8547;45.7163;6.7054;RCP2.6;H1;1.33;0;-0.4;0.01;
8548;45.7122;6.808;RCP2.6;H1;1.41;0;-0.07;0.02;
8549;45.7081;6.9106;RCP2.6;H1;0;0;0;0.03;
8613;45.8171;-1.2159;RCP2.6;H1;0;0;0;0.05;
8614;45.8203;-1.113;RCP2.6;H1;1.15;1;0.77;0.05;
8615;45.8234;-1.0102;RCP2.6;H1;1.12;1;0.77;0.05;
8616;45.8265;-0.9073;RCP2.6;H1;1.22;1;1.7;0.05;
8617;45.8294;-0.8044;RCP2.6;H1;1.24;1;1.5;0.04;
8618;45.8322;-0.7016;RCP2.6;H1;1.23;1;1.67;0.04;
8619;45.8349;-0.5987;RCP2.6;H1;1.22;1;1.2;0.05;
8620;45.8376;-0.4958;RCP2.6;H1;1.23;1;1.33;0.05;
8621;45.8401;-0.3929;RCP2.6;H1;1.23;1;1.97;0.06;
8622;45.8426;-0.29;RCP2.6;H1;1.23;1;1.73;0.06;
8623;45.8449;-0.187;RCP2.6;H1;1.22;2;1.64;0.05;
8624;45.8472;-0.0841;RCP2.6;H1;1.26;1;1.2;0.06;
8625;45.8494;0.0189;RCP2.6;H1;1.27;1;1.66;0.05;
8626;45.8515;0.1218;RCP2.6;H1;1.26;1;2.03;0.05;
8627;45.8534;0.2248;RCP2.6;H1;1.26;1;2.13;0.05;
8628;45.8553;0.3277;RCP2.6;H1;1.25;2;1.86;0.06;
8629;45.8571;0.4307;RCP2.6;H1;1.25;1;1.36;0.04;
8630;45.8588;0.5337;RCP2.6;H1;1.25;0;1.44;0.04;
8631;45.8604;0.6367;RCP2.6;H1;1.26;1;0.9;0.04;
8632;45.8619;0.7397;RCP2.6;H1;1.25;1;0.53;0.05;
8633;45.8633;0.8427;RCP2.6;H1;1.26;2;0.73;0.05;
8634;45.8647;0.9457;RCP2.6;H1;1.27;1;0.67;0.07;
8635;45.8659;1.0487;RCP2.6;H1;1.27;1;0.53;0.07;
8636;45.867;1.1517;RCP2.6;H1;1.27;2;0.57;0.06;
8637;45.8681;1.2547;RCP2.6;H1;1.29;1;0.77;0.04;
8638;45.869;1.3577;RCP2.6;H1;1.29;0;0.77;0.04;
8639;45.8699;1.4608;RCP2.6;H1;1.27;1;0.37;0.04;
8640;45.8706;1.5638;RCP2.6;H1;1.25;1;0.73;0.05;
8641;45.8713;1.6668;RCP2.6;H1;1.27;1;0.07;0.04;
8642;45.8718;1.7698;RCP2.6;H1;1.27;3;0.77;0.05;
8643;45.8723;1.8729;RCP2.6;H1;1.26;2;0.07;0.05;
8644;45.8727;1.9759;RCP2.6;H1;1.26;2;0.36;0.05;
8645;45.873;2.079;RCP2.6;H1;1.25;1;0.54;0.04;
8646;45.8732;2.182;RCP2.6;H1;1.26;2;0.64;0.04;
8647;45.8733;2.285;RCP2.6;H1;1.27;0;-0.04;0.04;
8648;45.8733;2.3881;RCP2.6;H1;1.25;1;-0.3;0.04;
8649;45.8732;2.4911;RCP2.6;H1;1.25;1;-0.34;0.04;
8650;45.873;2.5941;RCP2.6;H1;1.25;1;-0.5;0.05;
8651;45.8727;2.6972;RCP2.6;H1;1.25;1;-0.13;0.05;
8652;45.8723;2.8002;RCP2.6;H1;1.25;1;-0.1;0.05;
8653;45.8718;2.9032;RCP2.6;H1;1.26;3;-0.5;0.07;
8654;45.8713;3.0063;RCP2.6;H1;1.34;0;-0.4;0.05;
8655;45.8706;3.1093;RCP2.6;H1;1.38;1;-0.4;0.04;
8656;45.8699;3.2123;RCP2.6;H1;1.37;1;0.14;0.05;
8657;45.869;3.3154;RCP2.6;H1;1.37;1;0.14;0.05;
8658;45.8681;3.4184;RCP2.6;H1;1.37;1;-0.16;0.07;
8659;45.867;3.5214;RCP2.6;H1;1.32;2;-0.23;0.07;
8660;45.8659;3.6244;RCP2.6;H1;1.29;3;-0.23;0.08;
8661;45.8647;3.7274;RCP2.6;H1;1.33;3;-0.46;0.08;
8662;45.8634;3.8304;RCP2.6;H1;1.39;1;-1.24;0.06;
8663;45.8619;3.9334;RCP2.6;H1;1.4;1;-1.03;0.06;
8664;45.8604;4.0364;RCP2.6;H1;1.39;0;0.34;0.05;
8665;45.8588;4.1394;RCP2.6;H1;1.36;1;0.14;0.08;
8666;45.8571;4.2424;RCP2.6;H1;1.37;2;0.1;0.08;
8667;45.8553;4.3454;RCP2.6;H1;1.4;2;0.77;0.09;
8668;45.8535;4.4483;RCP2.6;H1;1.4;3;0.54;0.09;
8669;45.8515;4.5513;RCP2.6;H1;1.42;1;0.26;0.08;
8670;45.8494;4.6542;RCP2.6;H1;1.41;1;0.5;0.08;
8671;45.8472;4.7572;RCP2.6;H1;1.39;2;0.17;0.08;
8672;45.845;4.8601;RCP2.6;H1;1.41;2;0.43;0.08;
8673;45.8426;4.963;RCP2.6;H1;1.41;2;0.9;0.06;
8674;45.8402;5.066;RCP2.6;H1;1.4;1;0.76;0.06;
8675;45.8376;5.1689;RCP2.6;H1;1.4;1;0.6;0.04;
8676;45.835;5.2718;RCP2.6;H1;1.42;0;0.3;0.02;
