#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 18h56 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATAV : Ecart de température moyenne journalière (°C)
#     APN20MM : Ecart de nombre de jours de fortes précipitations (jour(s))
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
#-----------------------------------------------------------------------------
9963;46.4823;5.3068;RCP8.5;H2;2.01;2;0.74;0.07;
9964;46.4795;5.4109;RCP8.5;H2;2.09;4;1.1;0.09;
9965;46.4767;5.515;RCP8.5;H2;2.09;4;0.97;0.09;
9966;46.4737;5.6191;RCP8.5;H2;2.15;3;0.86;0.1;
9967;46.4707;5.7232;RCP8.5;H2;2.16;5;0.4;0.11;
9968;46.4675;5.8272;RCP8.5;H2;2.19;4;0.66;0.1;
9969;46.4643;5.9313;RCP8.5;H2;2.4;3;0.4;0.09;
9970;46.4609;6.0353;RCP8.5;H2;2.39;2;-1;0.06;
9971;46.4575;6.1394;RCP8.5;H2;0;0;0;0.05;
9976;46.4389;6.6593;RCP8.5;H2;0;0;0;0.09;
9977;46.4349;6.7633;RCP8.5;H2;0;0;0;0.13;
10038;46.5185;-1.7838;RCP8.5;H2;1.71;1;-0.06;0.02;
10039;46.5222;-1.6796;RCP8.5;H2;1.88;1;-0.06;0.02;
10040;46.5258;-1.5755;RCP8.5;H2;1.94;2;0.13;0.03;
10041;46.5294;-1.4713;RCP8.5;H2;1.88;2;-0.3;0.02;
10042;46.5328;-1.3672;RCP8.5;H2;1.88;2;0.14;0.03;
10043;46.5361;-1.263;RCP8.5;H2;1.89;2;0.07;0.03;
10044;46.5394;-1.1588;RCP8.5;H2;1.9;2;-0.3;0.03;
10045;46.5425;-1.0546;RCP8.5;H2;1.9;2;-0.2;0.03;
10046;46.5456;-0.9504;RCP8.5;H2;1.87;2;-0.17;0.03;
10047;46.5486;-0.8461;RCP8.5;H2;1.83;1;0.4;0.03;
10048;46.5514;-0.7419;RCP8.5;H2;1.83;1;0.47;0.03;
10049;46.5542;-0.6376;RCP8.5;H2;1.87;1;0.13;0.04;
10050;46.5569;-0.5334;RCP8.5;H2;1.93;1;0.2;0.05;
10051;46.5594;-0.4291;RCP8.5;H2;1.93;2;0.5;0.05;
10052;46.5619;-0.3248;RCP8.5;H2;1.95;2;0.43;0.05;
10053;46.5643;-0.2205;RCP8.5;H2;1.96;2;0.76;0.06;
10054;46.5666;-0.1162;RCP8.5;H2;1.93;2;0.6;0.07;
10055;46.5688;-0.0119;RCP8.5;H2;1.94;2;0.43;0.07;
10056;46.5709;0.0924;RCP8.5;H2;2;2;0.6;0.08;
10057;46.5729;0.1967;RCP8.5;H2;2.01;2;0.4;0.08;
10058;46.5748;0.3011;RCP8.5;H2;1.99;2;0.63;0.07;
10059;46.5767;0.4054;RCP8.5;H2;1.99;2;0.56;0.07;
10060;46.5784;0.5097;RCP8.5;H2;1.98;2;0.6;0.07;
10061;46.58;0.6141;RCP8.5;H2;1.96;2;0.27;0.07;
10062;46.5815;0.7185;RCP8.5;H2;1.99;2;0.2;0.07;
10063;46.583;0.8228;RCP8.5;H2;1.99;2;0.2;0.07;
10064;46.5843;0.9272;RCP8.5;H2;1.99;3;0.77;0.08;
10065;46.5855;1.0316;RCP8.5;H2;1.98;3;0.8;0.08;
10066;46.5867;1.1359;RCP8.5;H2;1.99;2;0.84;0.07;
10067;46.5877;1.2403;RCP8.5;H2;2;1;0.74;0.07;
10068;46.5887;1.3447;RCP8.5;H2;1.99;1;0.53;0.07;
10069;46.5896;1.4491;RCP8.5;H2;1.99;2;0.7;0.06;
10070;46.5903;1.5535;RCP8.5;H2;2;2;0.73;0.06;
10071;46.591;1.6579;RCP8.5;H2;2.01;2;0.37;0.06;
10072;46.5916;1.7623;RCP8.5;H2;2.02;2;0.47;0.06;
10073;46.5921;1.8667;RCP8.5;H2;2.02;2;0.44;0.06;
10074;46.5924;1.9711;RCP8.5;H2;2.02;2;0.1;0.06;
10075;46.5927;2.0755;RCP8.5;H2;2.03;2;0.17;0.06;
10076;46.5929;2.1799;RCP8.5;H2;2.03;2;0.27;0.06;
10077;46.593;2.2843;RCP8.5;H2;2.06;2;-0.66;0.07;
10078;46.593;2.3887;RCP8.5;H2;2.05;1;-0.57;0.07;
10079;46.5929;2.4931;RCP8.5;H2;2.05;1;-0.4;0.07;
10080;46.5927;2.5976;RCP8.5;H2;2.09;2;-0.4;0.09;
10081;46.5924;2.702;RCP8.5;H2;2.11;3;-0.3;0.09;
10082;46.5921;2.8064;RCP8.5;H2;2.11;3;-0.1;0.08;
10083;46.5916;2.9108;RCP8.5;H2;2.07;2;-0.67;0.1;
10084;46.591;3.0152;RCP8.5;H2;2.07;2;-0.73;0.1;
10085;46.5903;3.1196;RCP8.5;H2;2.08;2;-0.3;0.1;
10086;46.5896;3.224;RCP8.5;H2;2.05;3;-0.4;0.12;
10087;46.5887;3.3284;RCP8.5;H2;2.04;2;-0.27;0.12;
10088;46.5878;3.4327;RCP8.5;H2;2.07;2;0.24;0.11;
10089;46.5867;3.5371;RCP8.5;H2;2.06;2;0.13;0.11;
10090;46.5856;3.6415;RCP8.5;H2;2.06;2;-0.07;0.11;
10091;46.5843;3.7459;RCP8.5;H2;2.06;2;-0.33;0.11;
10092;46.583;3.8503;RCP8.5;H2;2.1;2;-0.24;0.12;
10093;46.5816;3.9546;RCP8.5;H2;2.1;2;0;0.11;
10094;46.58;4.059;RCP8.5;H2;2.13;3;0.13;0.1;
10095;46.5784;4.1633;RCP8.5;H2;2.08;2;0.43;0.09;
10096;46.5767;4.2677;RCP8.5;H2;2.09;2;0.17;0.08;
10097;46.5749;4.372;RCP8.5;H2;2.03;1;-0.5;0.08;
10098;46.573;4.4764;RCP8.5;H2;2.07;2;0;0.08;
10099;46.5709;4.5807;RCP8.5;H2;2.08;2;0;0.07;
10100;46.5688;4.685;RCP8.5;H2;2.04;1;0.43;0.08;
10101;46.5666;4.7893;RCP8.5;H2;2.12;2;0.46;0.08;
10102;46.5644;4.8936;RCP8.5;H2;2.08;1;0.7;0.08;
10103;46.562;4.9979;RCP8.5;H2;2.08;1;1.33;0.07;
10104;46.5595;5.1022;RCP8.5;H2;2.07;2;0.57;0.08;
10105;46.5569;5.2065;RCP8.5;H2;2.02;1;0.2;0.07;
10106;46.5542;5.3107;RCP8.5;H2;2.01;2;0.2;0.07;
10107;46.5515;5.415;RCP8.5;H2;2.05;3;0.33;0.07;
10108;46.5486;5.5192;RCP8.5;H2;2.12;4;1.1;0.09;
10109;46.5456;5.6234;RCP8.5;H2;2.14;4;1;0.09;
10110;46.5426;5.7277;RCP8.5;H2;2.17;4;0.44;0.11;
10111;46.5394;5.8319;RCP8.5;H2;2.22;5;0.44;0.1;
10112;46.5362;5.9361;RCP8.5;H2;2.38;3;0.36;0.09;
10113;46.5328;6.0402;RCP8.5;H2;2.39;3;-0.54;0.06;
10114;46.5294;6.1444;RCP8.5;H2;2.38;2;-0.9;0.05;
10180;46.5865;-1.8935;RCP8.5;H2;0;0;0;0.02;
10181;46.5903;-1.7892;RCP8.5;H2;1.75;1;-0.23;0.02;
10182;46.5941;-1.685;RCP8.5;H2;1.89;1;-0.06;0.02;
10183;46.5977;-1.5807;RCP8.5;H2;1.88;2;0.04;0.02;
10184;46.6012;-1.4764;RCP8.5;H2;1.89;2;-0.03;0.02;
10185;46.6047;-1.3721;RCP8.5;H2;1.86;2;0.14;0.03;
10186;46.608;-1.2678;RCP8.5;H2;1.86;2;0.07;0.03;
10187;46.6113;-1.1634;RCP8.5;H2;1.85;1;0.03;0.03;
10188;46.6144;-1.0591;RCP8.5;H2;1.85;2;0.33;0.03;
10189;46.6175;-0.9547;RCP8.5;H2;1.84;2;0.44;0.03;
10190;46.6205;-0.8504;RCP8.5;H2;1.81;1;0.47;0.03;
10191;46.6233;-0.746;RCP8.5;H2;1.87;2;0.43;0.02;
10192;46.6261;-0.6416;RCP8.5;H2;1.86;1;0.46;0.04;
10193;46.6288;-0.5372;RCP8.5;H2;1.94;2;0.63;0.05;
10194;46.6314;-0.4328;RCP8.5;H2;1.93;2;0.6;0.05;
10195;46.6339;-0.3284;RCP8.5;H2;1.94;2;0.37;0.05;
10196;46.6363;-0.2239;RCP8.5;H2;1.95;2;0.5;0.06;
10197;46.6386;-0.1195;RCP8.5;H2;1.95;2;0.43;0.06;
10198;46.6408;-0.015;RCP8.5;H2;2.01;1;0.3;0.07;
10199;46.6429;0.0894;RCP8.5;H2;2;2;0.06;0.07;
10200;46.6449;0.1939;RCP8.5;H2;1.99;1;-0.14;0.06;
10201;46.6468;0.2983;RCP8.5;H2;2;1;0.2;0.07;
10202;46.6486;0.4028;RCP8.5;H2;1.98;1;0.2;0.06;
10203;46.6503;0.5073;RCP8.5;H2;2;2;0.33;0.06;
10204;46.652;0.6118;RCP8.5;H2;2.01;1;0.16;0.07;
10205;46.6535;0.7163;RCP8.5;H2;2.01;1;0.1;0.07;
10206;46.6549;0.8208;RCP8.5;H2;1.99;2;0.2;0.07;
10207;46.6563;0.9253;RCP8.5;H2;1.98;3;0.8;0.08;
10208;46.6575;1.0298;RCP8.5;H2;1.99;3;0.87;0.08;
10209;46.6587;1.1344;RCP8.5;H2;1.99;2;0.86;0.07;
10210;46.6597;1.2389;RCP8.5;H2;1.98;1;0.5;0.07;
10211;46.6607;1.3434;RCP8.5;H2;1.98;1;0.57;0.07;
10212;46.6615;1.4479;RCP8.5;H2;2;1;0.33;0.06;
10213;46.6623;1.5525;RCP8.5;H2;1.97;1;0.44;0.07;
10214;46.663;1.657;RCP8.5;H2;1.98;1;0.26;0.07;
10215;46.6635;1.7615;RCP8.5;H2;1.98;2;-0.04;0.07;
10216;46.664;1.8661;RCP8.5;H2;2.02;2;0.6;0.07;
10217;46.6644;1.9706;RCP8.5;H2;2.02;2;0.1;0.07;
10218;46.6647;2.0752;RCP8.5;H2;2.02;2;0.07;0.06;
10219;46.6649;2.1797;RCP8.5;H2;2.03;2;-0.33;0.07;
10220;46.665;2.2843;RCP8.5;H2;2.04;2;-0.13;0.07;
10221;46.665;2.3888;RCP8.5;H2;2.04;2;-0.53;0.07;
10222;46.6649;2.4934;RCP8.5;H2;2.04;2;-0.33;0.07;
10223;46.6647;2.5979;RCP8.5;H2;2.04;2;-0.63;0.08;
10224;46.6644;2.7024;RCP8.5;H2;2.08;2;-0.33;0.08;
10225;46.664;2.807;RCP8.5;H2;2.1;2;-0.2;0.09;
10226;46.6636;2.9115;RCP8.5;H2;2.07;2;-0.4;0.09;
10227;46.663;3.0161;RCP8.5;H2;2.07;2;-0.4;0.09;
10228;46.6623;3.1206;RCP8.5;H2;2.07;2;-0.3;0.1;
10229;46.6615;3.2251;RCP8.5;H2;2.05;2;-0.3;0.11;
10230;46.6607;3.3297;RCP8.5;H2;2.06;2;-0.47;0.11;
10231;46.6597;3.4342;RCP8.5;H2;2.05;2;-0.17;0.1;
10232;46.6587;3.5387;RCP8.5;H2;2.06;2;0.26;0.11;
10233;46.6575;3.6432;RCP8.5;H2;2.05;3;0.2;0.11;
10234;46.6563;3.7478;RCP8.5;H2;2.09;2;0.26;0.11;
10235;46.6549;3.8523;RCP8.5;H2;2.09;3;-0.06;0.12;
10236;46.6535;3.9568;RCP8.5;H2;2.1;2;-0.1;0.11;
10237;46.652;4.0613;RCP8.5;H2;2.13;3;0.07;0.1;
10238;46.6504;4.1658;RCP8.5;H2;2.08;2;0.5;0.09;
10239;46.6486;4.2702;RCP8.5;H2;2.09;1;0.24;0.08;
10240;46.6468;4.3747;RCP8.5;H2;2.12;1;0.2;0.08;
10241;46.6449;4.4792;RCP8.5;H2;2.11;2;0.3;0.08;
10242;46.6429;4.5837;RCP8.5;H2;2.1;1;0.4;0.08;
10243;46.6408;4.6881;RCP8.5;H2;2.08;2;0.47;0.09;
10244;46.6386;4.7926;RCP8.5;H2;2.09;1;0.83;0.08;
10245;46.6363;4.897;RCP8.5;H2;2.06;1;0.74;0.08;
10246;46.6339;5.0014;RCP8.5;H2;2.06;1;0.7;0.08;
10247;46.6314;5.1059;RCP8.5;H2;2.1;1;0.63;0.07;
10248;46.6288;5.2103;RCP8.5;H2;2.04;1;0.74;0.07;
10249;46.6262;5.3147;RCP8.5;H2;2.01;1;0.24;0.07;
10250;46.6234;5.4191;RCP8.5;H2;2;2;0.27;0.07;
10251;46.6205;5.5234;RCP8.5;H2;2.11;2;0.27;0.09;
10252;46.6175;5.6278;RCP8.5;H2;2.14;4;0.96;0.09;
10253;46.6145;5.7322;RCP8.5;H2;2.17;4;0.27;0.11;
10254;46.6113;5.8365;RCP8.5;H2;2.18;5;0.54;0.1;
10255;46.6081;5.9408;RCP8.5;H2;2.29;4;0.87;0.1;
10256;46.6047;6.0452;RCP8.5;H2;2.36;3;0.27;0.08;
10257;46.6013;6.1495;RCP8.5;H2;0;0;0;0.07;
10323;46.6584;-1.8991;RCP8.5;H2;1.76;1;-0.27;0.02;
10324;46.6622;-1.7947;RCP8.5;H2;1.75;1;-0.26;0.02;
10325;46.6659;-1.6903;RCP8.5;H2;1.88;1;-0.13;0.01;
10326;46.6696;-1.5859;RCP8.5;H2;1.88;1;0.03;0.01;
10327;46.6731;-1.4815;RCP8.5;H2;1.88;1;-0.07;0.01;
10328;46.6766;-1.377;RCP8.5;H2;1.84;1;0.1;0.02;
10329;46.6799;-1.2726;RCP8.5;H2;1.84;1;0.06;0.02;
10330;46.6832;-1.1681;RCP8.5;H2;1.84;1;0.07;0.03;
10331;46.6863;-1.0636;RCP8.5;H2;1.84;1;0.4;0.03;
10332;46.6894;-0.9591;RCP8.5;H2;1.84;1;0.37;0.03;
10333;46.6924;-0.8546;RCP8.5;H2;1.87;2;0.4;0.02;
10334;46.6953;-0.7501;RCP8.5;H2;1.87;2;0.77;0.03;
10335;46.698;-0.6456;RCP8.5;H2;1.93;2;0.56;0.04;
10336;46.7007;-0.541;RCP8.5;H2;1.93;2;0.4;0.04;
10337;46.7033;-0.4365;RCP8.5;H2;1.93;2;0.43;0.04;
10338;46.7058;-0.3319;RCP8.5;H2;1.93;2;0.37;0.03;
10339;46.7082;-0.2273;RCP8.5;H2;1.9;0;0.23;0.04;
10340;46.7105;-0.1228;RCP8.5;H2;2;1;0.04;0.05;
10341;46.7127;-0.0182;RCP8.5;H2;1.99;0;0.17;0.06;
10342;46.7148;0.0864;RCP8.5;H2;1.98;1;0.27;0.05;
10343;46.7168;0.191;RCP8.5;H2;1.98;1;0.14;0.05;
10344;46.7187;0.2956;RCP8.5;H2;1.99;1;0.07;0.07;
10345;46.7206;0.4003;RCP8.5;H2;2;1;0.26;0.07;
10346;46.7223;0.5049;RCP8.5;H2;2;1;0.26;0.07;
10347;46.7239;0.6095;RCP8.5;H2;2;1;0.23;0.07;
10348;46.7254;0.7141;RCP8.5;H2;2.01;1;0.13;0.07;
10349;46.7269;0.8188;RCP8.5;H2;2;2;0.6;0.06;
10350;46.7282;0.9234;RCP8.5;H2;1.99;2;0.63;0.07;
10351;46.7295;1.0281;RCP8.5;H2;2;2;0.67;0.06;
10352;46.7306;1.1327;RCP8.5;H2;2.01;2;0.4;0.06;
10353;46.7317;1.2374;RCP8.5;H2;2.01;2;0.34;0.06;
10354;46.7326;1.3421;RCP8.5;H2;2.02;2;0.37;0.06;
10355;46.7335;1.4467;RCP8.5;H2;2.01;2;0.2;0.06;
10356;46.7343;1.5514;RCP8.5;H2;2;1;-0.1;0.06;
10357;46.7349;1.6561;RCP8.5;H2;2.01;2;-0.14;0.06;
10358;46.7355;1.7608;RCP8.5;H2;2.01;1;0.3;0.07;
10359;46.736;1.8655;RCP8.5;H2;2;1;0.5;0.07;
10360;46.7364;1.9701;RCP8.5;H2;2;2;0.1;0.07;
10361;46.7367;2.0748;RCP8.5;H2;2.01;2;0.2;0.06;
10362;46.7369;2.1795;RCP8.5;H2;2.03;2;-0.2;0.07;
10363;46.737;2.2842;RCP8.5;H2;2.04;2;-0.37;0.07;
10364;46.737;2.3889;RCP8.5;H2;2.05;2;-0.3;0.07;
10365;46.7369;2.4936;RCP8.5;H2;2.03;2;-0.3;0.08;
10366;46.7367;2.5982;RCP8.5;H2;2.06;2;0;0.08;
10367;46.7364;2.7029;RCP8.5;H2;2.06;3;-0.13;0.08;
10368;46.736;2.8076;RCP8.5;H2;2.07;3;-0.37;0.08;
10369;46.7355;2.9123;RCP8.5;H2;2.07;2;-0.14;0.08;
10370;46.735;3.017;RCP8.5;H2;2.07;2;-0.23;0.08;
10371;46.7343;3.1216;RCP8.5;H2;2.04;2;-0.13;0.09;
10372;46.7335;3.2263;RCP8.5;H2;2.06;2;0;0.09;
10373;46.7327;3.331;RCP8.5;H2;2.05;2;-0.5;0.1;
10374;46.7317;3.4357;RCP8.5;H2;2.05;2;-0.3;0.1;
10375;46.7306;3.5403;RCP8.5;H2;2.03;2;-0.16;0.1;
10376;46.7295;3.645;RCP8.5;H2;2.07;3;0.1;0.11;
10377;46.7282;3.7496;RCP8.5;H2;2.09;2;0.23;0.11;
10378;46.7269;3.8543;RCP8.5;H2;2.06;2;0.8;0.11;
10379;46.7255;3.9589;RCP8.5;H2;2.13;3;0.53;0.12;
10380;46.7239;4.0636;RCP8.5;H2;2.07;4;0.24;0.11;
10381;46.7223;4.1682;RCP8.5;H2;2.1;2;0.43;0.1;
10382;46.7206;4.2728;RCP8.5;H2;2.09;2;0.3;0.09;
10383;46.7188;4.3774;RCP8.5;H2;2.14;1;0.57;0.08;
10384;46.7168;4.482;RCP8.5;H2;2.12;1;0.5;0.08;
10385;46.7148;4.5867;RCP8.5;H2;2.14;1;0.27;0.07;
10386;46.7127;4.6912;RCP8.5;H2;2.16;2;0.47;0.08;
10387;46.7105;4.7958;RCP8.5;H2;2.09;1;0.8;0.08;
10388;46.7082;4.9004;RCP8.5;H2;2.05;1;0.76;0.07;
10389;46.7058;5.005;RCP8.5;H2;2.06;1;0.7;0.07;
10390;46.7033;5.1095;RCP8.5;H2;2.11;1;0.57;0.07;
10391;46.7008;5.2141;RCP8.5;H2;2.04;1;0.76;0.07;
10392;46.6981;5.3186;RCP8.5;H2;2.05;1;0.83;0.07;
10393;46.6953;5.4232;RCP8.5;H2;2;2;0.17;0.06;
10394;46.6924;5.5277;RCP8.5;H2;2.05;2;0.26;0.08;
10395;46.6895;5.6322;RCP8.5;H2;2.07;3;0.13;0.09;
10396;46.6864;5.7367;RCP8.5;H2;2.13;4;0.5;0.1;
10397;46.6832;5.8412;RCP8.5;H2;2.17;5;0.5;0.11;
10398;46.68;5.9456;RCP8.5;H2;2.15;5;0.73;0.1;
10399;46.6766;6.0501;RCP8.5;H2;2.3;3;0.17;0.08;
10400;46.6732;6.1545;RCP8.5;H2;2.26;4;-0.3;0.07;
10401;46.6696;6.259;RCP8.5;H2;0;0;0;0.04;
10402;46.666;6.3634;RCP8.5;H2;0;0;0;0.02;
10462;46.714;-2.3227;RCP8.5;H2;0;0;0;0.01;
10465;46.7263;-2.0093;RCP8.5;H2;0;0;0;0.01;
10466;46.7303;-1.9047;RCP8.5;H2;1.73;1;-0.56;0.01;
10467;46.7341;-1.8002;RCP8.5;H2;1.72;1;-0.5;0.01;
10468;46.7378;-1.6957;RCP8.5;H2;1.89;1;-0.06;0.01;
10469;46.7415;-1.5911;RCP8.5;H2;1.87;1;-0.1;0.01;
10470;46.745;-1.4865;RCP8.5;H2;1.87;1;-0.2;0.01;
10471;46.7485;-1.382;RCP8.5;H2;1.84;1;0.07;0.02;
10472;46.7518;-1.2774;RCP8.5;H2;1.84;1;0.1;0.02;
10473;46.7551;-1.1728;RCP8.5;H2;1.84;2;0.14;0.02;
10474;46.7583;-1.0681;RCP8.5;H2;1.84;1;0.43;0.02;
10475;46.7613;-0.9635;RCP8.5;H2;1.83;1;0.27;0.02;
10476;46.7643;-0.8589;RCP8.5;H2;1.86;1;0.54;0.02;
10477;46.7672;-0.7542;RCP8.5;H2;1.88;1;0.57;0.02;
10478;46.77;-0.6495;RCP8.5;H2;1.93;2;0.53;0.03;
10479;46.7726;-0.5449;RCP8.5;H2;1.94;2;0.64;0.03;
10480;46.7752;-0.4402;RCP8.5;H2;1.92;1;0.33;0.02;
10481;46.7777;-0.3355;RCP8.5;H2;1.9;1;0.03;0.03;
10482;46.7801;-0.2308;RCP8.5;H2;1.9;1;0.27;0.04;
10483;46.7824;-0.126;RCP8.5;H2;1.99;1;0.13;0.05;
10484;46.7846;-0.0213;RCP8.5;H2;1.98;0;0.33;0.06;
10485;46.7868;0.0834;RCP8.5;H2;1.97;1;0.13;0.05;
10486;46.7888;0.1882;RCP8.5;H2;1.97;1;0.1;0.05;
10487;46.7907;0.2929;RCP8.5;H2;1.97;1;0.17;0.06;
10488;46.7925;0.3977;RCP8.5;H2;1.99;1;0;0.05;
10489;46.7942;0.5024;RCP8.5;H2;1.98;1;0.14;0.05;
10490;46.7959;0.6072;RCP8.5;H2;1.99;1;-0.1;0.06;
10491;46.7974;0.712;RCP8.5;H2;2;1;0.53;0.05;
10492;46.7988;0.8168;RCP8.5;H2;2;2;0.5;0.05;
10493;46.8002;0.9216;RCP8.5;H2;1.97;2;0.77;0.07;
10494;46.8014;1.0263;RCP8.5;H2;1.98;2;0.5;0.07;
10495;46.8026;1.1311;RCP8.5;H2;2.01;1;0.53;0.05;
10496;46.8036;1.2359;RCP8.5;H2;2.01;2;0.37;0.06;
10497;46.8046;1.3408;RCP8.5;H2;2.01;2;0.34;0.06;
10498;46.8055;1.4456;RCP8.5;H2;2;2;0.2;0.06;
10499;46.8062;1.5504;RCP8.5;H2;2;1;-0.13;0.06;
10500;46.8069;1.6552;RCP8.5;H2;2;2;-0.2;0.06;
10501;46.8075;1.76;RCP8.5;H2;2;1;0.2;0.07;
10502;46.808;1.8648;RCP8.5;H2;2;1;0.2;0.07;
10503;46.8084;1.9696;RCP8.5;H2;2.01;1;0.33;0.07;
10504;46.8086;2.0745;RCP8.5;H2;2.05;2;-0.03;0.07;
10505;46.8088;2.1793;RCP8.5;H2;2.05;2;0.04;0.07;
10506;46.8089;2.2841;RCP8.5;H2;2.03;1;-0.1;0.08;
10507;46.8089;2.3889;RCP8.5;H2;2.03;1;0.2;0.08;
10508;46.8088;2.4938;RCP8.5;H2;2.03;1;0.3;0.08;
10509;46.8086;2.5986;RCP8.5;H2;2.04;2;-0.43;0.08;
10510;46.8084;2.7034;RCP8.5;H2;2.04;2;-0.6;0.08;
10511;46.808;2.8082;RCP8.5;H2;2.07;3;-0.2;0.08;
10512;46.8075;2.9131;RCP8.5;H2;2.05;3;-0.26;0.08;
10513;46.8069;3.0179;RCP8.5;H2;2.04;2;-0.4;0.08;
10514;46.8063;3.1227;RCP8.5;H2;2.03;2;-0.13;0.09;
10515;46.8055;3.2275;RCP8.5;H2;2.05;2;0;0.09;
10516;46.8046;3.3323;RCP8.5;H2;2.06;2;0.03;0.09;
10517;46.8037;3.4371;RCP8.5;H2;2.05;2;-0.23;0.09;
10518;46.8026;3.5419;RCP8.5;H2;2.04;2;0.23;0.1;
10519;46.8015;3.6467;RCP8.5;H2;2.05;2;0.27;0.1;
10520;46.8002;3.7515;RCP8.5;H2;2.07;3;0.5;0.1;
10521;46.7989;3.8563;RCP8.5;H2;2.08;2;0.5;0.1;
10522;46.7974;3.9611;RCP8.5;H2;2.08;2;0.37;0.1;
10523;46.7959;4.0659;RCP8.5;H2;2.08;3;-0.1;0.1;
10524;46.7943;4.1706;RCP8.5;H2;2.08;3;-0.1;0.1;
10525;46.7925;4.2754;RCP8.5;H2;2.06;3;-0.27;0.09;
10526;46.7907;4.3802;RCP8.5;H2;2.12;1;0.47;0.07;
10527;46.7888;4.4849;RCP8.5;H2;2.13;1;0.67;0.08;
10528;46.7868;4.5896;RCP8.5;H2;2.13;1;0.43;0.07;
10529;46.7847;4.6944;RCP8.5;H2;2.17;1;0.3;0.07;
10530;46.7825;4.7991;RCP8.5;H2;2.12;1;0.47;0.07;
10531;46.7802;4.9038;RCP8.5;H2;2.08;1;1.07;0.07;
10532;46.7778;5.0085;RCP8.5;H2;2.08;1;0.47;0.08;
10533;46.7753;5.1132;RCP8.5;H2;2.11;1;1;0.07;
10534;46.7727;5.2179;RCP8.5;H2;2.08;2;0.7;0.07;
10535;46.77;5.3226;RCP8.5;H2;2.07;2;0.63;0.07;
10536;46.7672;5.4273;RCP8.5;H2;2.05;2;-0.07;0.07;
10537;46.7643;5.5319;RCP8.5;H2;2.03;2;0.54;0.08;
10538;46.7614;5.6366;RCP8.5;H2;2.05;4;0.54;0.08;
10539;46.7583;5.7412;RCP8.5;H2;2.14;5;0.4;0.1;
10540;46.7551;5.8458;RCP8.5;H2;2.16;4;0.74;0.12;
10541;46.7519;5.9504;RCP8.5;H2;2.18;5;0.43;0.11;
10542;46.7485;6.055;RCP8.5;H2;2.31;4;0.17;0.09;
10543;46.7451;6.1596;RCP8.5;H2;2.37;3;-0.17;0.06;
10544;46.7415;6.2642;RCP8.5;H2;2.38;2;-0.24;0.06;
10545;46.7379;6.3687;RCP8.5;H2;2.44;1;-1.4;0.03;
10546;46.7341;6.4733;RCP8.5;H2;0;0;0;0.05;
10607;46.7942;-2.1197;RCP8.5;H2;0;0;0;0.01;
10608;46.7982;-2.015;RCP8.5;H2;1.8;1;-0.24;0.01;
10609;46.8021;-1.9104;RCP8.5;H2;1.74;1;-0.56;0.01;
10610;46.806;-1.8057;RCP8.5;H2;1.72;1;-0.53;0.01;
10611;46.8097;-1.7011;RCP8.5;H2;1.88;1;-0.33;0;
10612;46.8134;-1.5964;RCP8.5;H2;1.87;1;-0.1;0.01;
10613;46.8169;-1.4916;RCP8.5;H2;1.86;0;-0.1;0.01;
10614;46.8204;-1.3869;RCP8.5;H2;1.86;1;0.23;0.02;
10615;46.8237;-1.2822;RCP8.5;H2;1.83;1;-0.27;0.02;
10616;46.827;-1.1774;RCP8.5;H2;1.83;1;-0.2;0.02;
10617;46.8302;-1.0727;RCP8.5;H2;1.82;2;0.34;0.03;
10618;46.8332;-0.9679;RCP8.5;H2;1.88;2;0.37;0.03;
10619;46.8362;-0.8631;RCP8.5;H2;1.88;2;0.57;0.03;
10620;46.8391;-0.7583;RCP8.5;H2;1.87;1;0.5;0.02;
10621;46.8419;-0.6535;RCP8.5;H2;1.9;1;0.7;0.03;
10622;46.8446;-0.5487;RCP8.5;H2;1.92;0;0.37;0.02;
10623;46.8472;-0.4439;RCP8.5;H2;1.9;1;0.07;0.03;
10624;46.8497;-0.339;RCP8.5;H2;1.91;1;0.04;0.03;
10625;46.8521;-0.2342;RCP8.5;H2;1.9;1;-0.13;0.04;
10626;46.8544;-0.1293;RCP8.5;H2;1.98;1;0.06;0.04;
10627;46.8566;-0.0245;RCP8.5;H2;1.98;1;0.07;0.06;
10628;46.8587;0.0804;RCP8.5;H2;1.98;0;-0.1;0.05;
10629;46.8607;0.1853;RCP8.5;H2;1.98;0;-0.13;0.05;
10630;46.8626;0.2902;RCP8.5;H2;1.98;1;0;0.06;
10631;46.8645;0.3951;RCP8.5;H2;1.98;1;0;0.05;
10632;46.8662;0.5;RCP8.5;H2;1.98;1;0.03;0.05;
10633;46.8678;0.6049;RCP8.5;H2;2;0;-0.03;0.05;
