#-----------------------------------------------------------------------------
# Date d'extraction : 26/12/2025 - 16h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATXHWD : Ecart de nombre de jours d'une vague de chaleur (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATXHWD;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATXHWD;
9100;46.0631;4.7667;RCP8.5;H1;14;
9101;46.0608;4.8701;RCP8.5;H1;14;
9102;46.0584;4.9734;RCP8.5;H1;14;
9103;46.056;5.0767;RCP8.5;H1;13;
9104;46.0534;5.18;RCP8.5;H1;15;
9105;46.0508;5.2833;RCP8.5;H1;13;
9106;46.048;5.3866;RCP8.5;H1;16;
9107;46.0452;5.4899;RCP8.5;H1;18;
9108;46.0422;5.5932;RCP8.5;H1;18;
9109;46.0392;5.6965;RCP8.5;H1;18;
9110;46.0361;5.7997;RCP8.5;H1;18;
9111;46.0329;5.903;RCP8.5;H1;14;
9112;46.0296;6.0062;RCP8.5;H1;13;
9113;46.0262;6.1094;RCP8.5;H1;16;
9114;46.0227;6.2126;RCP8.5;H1;15;
9115;46.0191;6.3158;RCP8.5;H1;15;
9116;46.0154;6.419;RCP8.5;H1;14;
9117;46.0116;6.5221;RCP8.5;H1;14;
9118;46.0077;6.6253;RCP8.5;H1;15;
9119;46.0037;6.7284;RCP8.5;H1;18;
9120;45.9997;6.8315;RCP8.5;H1;16;
9121;45.9955;6.9346;RCP8.5;H1;29;
9122;45.9913;7.0377;RCP8.5;H1;0;
9186;46.108;-1.1312;RCP8.5;H1;0;
9187;46.1111;-1.0278;RCP8.5;H1;9;
9188;46.1141;-0.9244;RCP8.5;H1;10;
9189;46.1171;-0.821;RCP8.5;H1;10;
9190;46.1199;-0.7176;RCP8.5;H1;9;
9191;46.1226;-0.6141;RCP8.5;H1;9;
9192;46.1253;-0.5107;RCP8.5;H1;9;
9193;46.1279;-0.4073;RCP8.5;H1;9;
9194;46.1303;-0.3038;RCP8.5;H1;10;
9195;46.1327;-0.2003;RCP8.5;H1;10;
9196;46.135;-0.0968;RCP8.5;H1;10;
9197;46.1372;0.0066;RCP8.5;H1;10;
9198;46.1392;0.1101;RCP8.5;H1;10;
9199;46.1412;0.2136;RCP8.5;H1;10;
9200;46.1431;0.3171;RCP8.5;H1;10;
9201;46.1449;0.4207;RCP8.5;H1;10;
9202;46.1466;0.5242;RCP8.5;H1;10;
9203;46.1483;0.6277;RCP8.5;H1;9;
9204;46.1498;0.7313;RCP8.5;H1;8;
9205;46.1512;0.8348;RCP8.5;H1;10;
9206;46.1525;0.9383;RCP8.5;H1;10;
9207;46.1538;1.0419;RCP8.5;H1;10;
9208;46.1549;1.1454;RCP8.5;H1;10;
9209;46.1559;1.249;RCP8.5;H1;10;
9210;46.1569;1.3526;RCP8.5;H1;9;
9211;46.1577;1.4561;RCP8.5;H1;10;
9212;46.1585;1.5597;RCP8.5;H1;9;
9213;46.1592;1.6633;RCP8.5;H1;9;
9214;46.1597;1.7669;RCP8.5;H1;9;
9215;46.1602;1.8704;RCP8.5;H1;10;
9216;46.1606;1.974;RCP8.5;H1;9;
9217;46.1609;2.0776;RCP8.5;H1;9;
9218;46.1611;2.1812;RCP8.5;H1;9;
9219;46.1612;2.2848;RCP8.5;H1;10;
9220;46.1612;2.3883;RCP8.5;H1;9;
9221;46.1611;2.4919;RCP8.5;H1;11;
9222;46.1609;2.5955;RCP8.5;H1;12;
9223;46.1606;2.6991;RCP8.5;H1;13;
9224;46.1602;2.8027;RCP8.5;H1;12;
9225;46.1597;2.9062;RCP8.5;H1;11;
9226;46.1592;3.0098;RCP8.5;H1;13;
9227;46.1585;3.1134;RCP8.5;H1;14;
9228;46.1578;3.2169;RCP8.5;H1;14;
9229;46.1569;3.3205;RCP8.5;H1;13;
9230;46.156;3.4241;RCP8.5;H1;14;
9231;46.1549;3.5276;RCP8.5;H1;11;
9232;46.1538;3.6312;RCP8.5;H1;10;
9233;46.1525;3.7347;RCP8.5;H1;11;
9234;46.1512;3.8383;RCP8.5;H1;10;
9235;46.1498;3.9418;RCP8.5;H1;14;
9236;46.1483;4.0454;RCP8.5;H1;13;
9237;46.1467;4.1489;RCP8.5;H1;14;
9238;46.145;4.2524;RCP8.5;H1;14;
9239;46.1432;4.3559;RCP8.5;H1;13;
9240;46.1413;4.4594;RCP8.5;H1;15;
9241;46.1393;4.5629;RCP8.5;H1;15;
9242;46.1372;4.6664;RCP8.5;H1;13;
9243;46.135;4.7699;RCP8.5;H1;15;
9244;46.1327;4.8734;RCP8.5;H1;14;
9245;46.1304;4.9769;RCP8.5;H1;14;
9246;46.1279;5.0803;RCP8.5;H1;13;
9247;46.1253;5.1838;RCP8.5;H1;14;
9248;46.1227;5.2872;RCP8.5;H1;14;
9249;46.1199;5.3907;RCP8.5;H1;15;
9250;46.1171;5.4941;RCP8.5;H1;15;
9251;46.1142;5.5975;RCP8.5;H1;16;
9252;46.1111;5.7009;RCP8.5;H1;17;
9253;46.108;5.8043;RCP8.5;H1;17;
9254;46.1048;5.9076;RCP8.5;H1;16;
9255;46.1015;6.011;RCP8.5;H1;16;
9256;46.098;6.1144;RCP8.5;H1;16;
9257;46.0945;6.2177;RCP8.5;H1;13;
9258;46.0909;6.321;RCP8.5;H1;14;
9259;46.0872;6.4243;RCP8.5;H1;16;
9260;46.0835;6.5276;RCP8.5;H1;16;
9261;46.0796;6.6309;RCP8.5;H1;14;
9262;46.0756;6.7342;RCP8.5;H1;19;
9263;46.0715;6.8374;RCP8.5;H1;18;
9264;46.0674;6.9406;RCP8.5;H1;0;
9326;46.1699;-1.4462;RCP8.5;H1;0;
9327;46.1733;-1.3428;RCP8.5;H1;9;
9328;46.1766;-1.2393;RCP8.5;H1;0;
9329;46.1799;-1.1358;RCP8.5;H1;8;
9330;46.183;-1.0322;RCP8.5;H1;9;
9331;46.186;-0.9287;RCP8.5;H1;10;
9332;46.189;-0.8252;RCP8.5;H1;10;
9333;46.1918;-0.7216;RCP8.5;H1;10;
9334;46.1946;-0.618;RCP8.5;H1;9;
9335;46.1972;-0.5145;RCP8.5;H1;9;
9336;46.1998;-0.4109;RCP8.5;H1;8;
9337;46.2023;-0.3073;RCP8.5;H1;10;
9338;46.2046;-0.2037;RCP8.5;H1;10;
9339;46.2069;-0.1001;RCP8.5;H1;10;
9340;46.2091;0.0036;RCP8.5;H1;10;
9341;46.2112;0.1072;RCP8.5;H1;11;
9342;46.2132;0.2108;RCP8.5;H1;10;
9343;46.2151;0.3145;RCP8.5;H1;10;
9344;46.2169;0.4181;RCP8.5;H1;10;
9345;46.2186;0.5218;RCP8.5;H1;10;
9346;46.2202;0.6255;RCP8.5;H1;10;
9347;46.2217;0.7291;RCP8.5;H1;9;
9348;46.2232;0.8328;RCP8.5;H1;10;
9349;46.2245;0.9365;RCP8.5;H1;10;
9350;46.2257;1.0402;RCP8.5;H1;10;
9351;46.2269;1.1439;RCP8.5;H1;10;
9352;46.2279;1.2476;RCP8.5;H1;10;
9353;46.2289;1.3513;RCP8.5;H1;9;
9354;46.2297;1.455;RCP8.5;H1;8;
9355;46.2305;1.5587;RCP8.5;H1;9;
9356;46.2311;1.6624;RCP8.5;H1;8;
9357;46.2317;1.7661;RCP8.5;H1;9;
9358;46.2322;1.8698;RCP8.5;H1;9;
9359;46.2326;1.9735;RCP8.5;H1;9;
9360;46.2329;2.0772;RCP8.5;H1;8;
9361;46.233;2.181;RCP8.5;H1;8;
9362;46.2331;2.2847;RCP8.5;H1;9;
9363;46.2331;2.3884;RCP8.5;H1;10;
9364;46.233;2.4921;RCP8.5;H1;12;
9365;46.2329;2.5958;RCP8.5;H1;11;
9366;46.2326;2.6996;RCP8.5;H1;11;
9367;46.2322;2.8033;RCP8.5;H1;12;
9368;46.2317;2.907;RCP8.5;H1;12;
9369;46.2311;3.0107;RCP8.5;H1;13;
9370;46.2305;3.1144;RCP8.5;H1;13;
9371;46.2297;3.2181;RCP8.5;H1;13;
9372;46.2289;3.3218;RCP8.5;H1;12;
9373;46.2279;3.4255;RCP8.5;H1;12;
9374;46.2269;3.5292;RCP8.5;H1;12;
9375;46.2257;3.6329;RCP8.5;H1;12;
9376;46.2245;3.7366;RCP8.5;H1;10;
9377;46.2232;3.8403;RCP8.5;H1;11;
9378;46.2218;3.9439;RCP8.5;H1;12;
9379;46.2202;4.0476;RCP8.5;H1;12;
9380;46.2186;4.1513;RCP8.5;H1;11;
9381;46.2169;4.2549;RCP8.5;H1;11;
9382;46.2151;4.3586;RCP8.5;H1;11;
9383;46.2132;4.4622;RCP8.5;H1;15;
9384;46.2112;4.5659;RCP8.5;H1;15;
9385;46.2091;4.6695;RCP8.5;H1;13;
9386;46.2069;4.7731;RCP8.5;H1;12;
9387;46.2047;4.8768;RCP8.5;H1;13;
9388;46.2023;4.9804;RCP8.5;H1;15;
9389;46.1998;5.084;RCP8.5;H1;13;
9390;46.1973;5.1875;RCP8.5;H1;13;
9391;46.1946;5.2911;RCP8.5;H1;13;
9392;46.1919;5.3947;RCP8.5;H1;17;
9393;46.189;5.4982;RCP8.5;H1;16;
9394;46.1861;5.6018;RCP8.5;H1;17;
9395;46.183;5.7053;RCP8.5;H1;16;
9396;46.1799;5.8088;RCP8.5;H1;19;
9397;46.1767;5.9123;RCP8.5;H1;18;
9398;46.1734;6.0158;RCP8.5;H1;14;
9399;46.1699;6.1193;RCP8.5;H1;0;
9400;46.1664;6.2228;RCP8.5;H1;13;
9401;46.1628;6.3263;RCP8.5;H1;14;
9402;46.1591;6.4297;RCP8.5;H1;14;
9403;46.1553;6.5331;RCP8.5;H1;15;
9404;46.1514;6.6366;RCP8.5;H1;13;
9405;46.1475;6.74;RCP8.5;H1;17;
9406;46.1434;6.8433;RCP8.5;H1;0;
9407;46.1392;6.9467;RCP8.5;H1;0;
9468;46.2383;-1.5548;RCP8.5;H1;0;
9469;46.2418;-1.4512;RCP8.5;H1;0;
9471;46.2485;-1.244;RCP8.5;H1;0;
9472;46.2518;-1.1403;RCP8.5;H1;9;
9473;46.2549;-1.0367;RCP8.5;H1;9;
9474;46.2579;-0.933;RCP8.5;H1;10;
9475;46.2609;-0.8293;RCP8.5;H1;10;
9476;46.2637;-0.7256;RCP8.5;H1;9;
9477;46.2665;-0.6219;RCP8.5;H1;9;
9478;46.2692;-0.5182;RCP8.5;H1;8;
9479;46.2717;-0.4145;RCP8.5;H1;8;
9480;46.2742;-0.3108;RCP8.5;H1;10;
9481;46.2766;-0.207;RCP8.5;H1;10;
9482;46.2789;-0.1033;RCP8.5;H1;11;
9483;46.281;0.0005;RCP8.5;H1;10;
9484;46.2831;0.1043;RCP8.5;H1;11;
9485;46.2851;0.208;RCP8.5;H1;11;
9486;46.287;0.3118;RCP8.5;H1;10;
9487;46.2888;0.4156;RCP8.5;H1;10;
9488;46.2906;0.5194;RCP8.5;H1;11;
9489;46.2922;0.6232;RCP8.5;H1;10;
9490;46.2937;0.727;RCP8.5;H1;8;
9491;46.2951;0.8308;RCP8.5;H1;10;
9492;46.2965;0.9346;RCP8.5;H1;9;
9493;46.2977;1.0385;RCP8.5;H1;10;
9494;46.2988;1.1423;RCP8.5;H1;9;
9495;46.2999;1.2461;RCP8.5;H1;9;
9496;46.3008;1.35;RCP8.5;H1;10;
9497;46.3017;1.4538;RCP8.5;H1;10;
9498;46.3024;1.5577;RCP8.5;H1;10;
9499;46.3031;1.6615;RCP8.5;H1;10;
9500;46.3037;1.7653;RCP8.5;H1;10;
9501;46.3042;1.8692;RCP8.5;H1;8;
9502;46.3045;1.973;RCP8.5;H1;9;
9503;46.3048;2.0769;RCP8.5;H1;9;
9504;46.305;2.1808;RCP8.5;H1;9;
9505;46.3051;2.2846;RCP8.5;H1;9;
9506;46.3051;2.3885;RCP8.5;H1;11;
9507;46.305;2.4923;RCP8.5;H1;11;
9508;46.3048;2.5962;RCP8.5;H1;10;
9509;46.3045;2.7;RCP8.5;H1;12;
9510;46.3042;2.8039;RCP8.5;H1;13;
9511;46.3037;2.9077;RCP8.5;H1;12;
9512;46.3031;3.0116;RCP8.5;H1;11;
9513;46.3025;3.1154;RCP8.5;H1;12;
9514;46.3017;3.2193;RCP8.5;H1;13;
9515;46.3008;3.3231;RCP8.5;H1;11;
9516;46.2999;3.4269;RCP8.5;H1;11;
9517;46.2988;3.5308;RCP8.5;H1;12;
9518;46.2977;3.6346;RCP8.5;H1;12;
9519;46.2965;3.7384;RCP8.5;H1;11;
9520;46.2951;3.8423;RCP8.5;H1;11;
9521;46.2937;3.9461;RCP8.5;H1;12;
9522;46.2922;4.0499;RCP8.5;H1;12;
9523;46.2906;4.1537;RCP8.5;H1;10;
9524;46.2889;4.2575;RCP8.5;H1;9;
9525;46.2871;4.3613;RCP8.5;H1;9;
9526;46.2852;4.4651;RCP8.5;H1;10;
9527;46.2832;4.5688;RCP8.5;H1;15;
9528;46.2811;4.6726;RCP8.5;H1;14;
9529;46.2789;4.7764;RCP8.5;H1;11;
9530;46.2766;4.8801;RCP8.5;H1;12;
9531;46.2742;4.9838;RCP8.5;H1;15;
9532;46.2718;5.0876;RCP8.5;H1;14;
9533;46.2692;5.1913;RCP8.5;H1;13;
9534;46.2665;5.295;RCP8.5;H1;14;
9535;46.2638;5.3987;RCP8.5;H1;16;
9536;46.2609;5.5024;RCP8.5;H1;16;
9537;46.258;5.6061;RCP8.5;H1;17;
9538;46.2549;5.7098;RCP8.5;H1;16;
9539;46.2518;5.8134;RCP8.5;H1;15;
9540;46.2486;5.9171;RCP8.5;H1;17;
9541;46.2453;6.0207;RCP8.5;H1;15;
9542;46.2418;6.1243;RCP8.5;H1;0;
9543;46.2383;6.2279;RCP8.5;H1;0;
9544;46.2347;6.3315;RCP8.5;H1;15;
9545;46.231;6.4351;RCP8.5;H1;16;
9546;46.2272;6.5387;RCP8.5;H1;14;
9547;46.2233;6.6422;RCP8.5;H1;15;
9548;46.2193;6.7458;RCP8.5;H1;17;
9549;46.2152;6.8493;RCP8.5;H1;0;
9612;46.3137;-1.4562;RCP8.5;H1;0;
9613;46.3171;-1.3525;RCP8.5;H1;0;
9614;46.3204;-1.2487;RCP8.5;H1;8;
9615;46.3237;-1.1449;RCP8.5;H1;10;
9616;46.3268;-1.0411;RCP8.5;H1;9;
9617;46.3299;-0.9373;RCP8.5;H1;10;
9618;46.3328;-0.8335;RCP8.5;H1;9;
9619;46.3357;-0.7297;RCP8.5;H1;9;
9620;46.3384;-0.6258;RCP8.5;H1;8;
9621;46.3411;-0.522;RCP8.5;H1;9;
9622;46.3437;-0.4181;RCP8.5;H1;9;
9623;46.3461;-0.3143;RCP8.5;H1;8;
9624;46.3485;-0.2104;RCP8.5;H1;10;
9625;46.3508;-0.1065;RCP8.5;H1;10;
9626;46.353;-0.0026;RCP8.5;H1;10;
9627;46.3551;0.1013;RCP8.5;H1;11;
9628;46.3571;0.2052;RCP8.5;H1;10;
9629;46.359;0.3091;RCP8.5;H1;10;
9630;46.3608;0.4131;RCP8.5;H1;10;
9631;46.3625;0.517;RCP8.5;H1;9;
9632;46.3641;0.6209;RCP8.5;H1;10;
9633;46.3657;0.7249;RCP8.5;H1;10;
9634;46.3671;0.8288;RCP8.5;H1;10;
9635;46.3684;0.9328;RCP8.5;H1;10;
9636;46.3697;1.0368;RCP8.5;H1;10;
9637;46.3708;1.1407;RCP8.5;H1;10;
9638;46.3718;1.2447;RCP8.5;H1;10;
9639;46.3728;1.3487;RCP8.5;H1;8;
9640;46.3737;1.4526;RCP8.5;H1;11;
9641;46.3744;1.5566;RCP8.5;H1;10;
9642;46.3751;1.6606;RCP8.5;H1;10;
9643;46.3757;1.7646;RCP8.5;H1;10;
9644;46.3761;1.8686;RCP8.5;H1;9;
9645;46.3765;1.9726;RCP8.5;H1;10;
9646;46.3768;2.0766;RCP8.5;H1;11;
9647;46.377;2.1806;RCP8.5;H1;11;
9648;46.3771;2.2845;RCP8.5;H1;11;
9649;46.3771;2.3885;RCP8.5;H1;11;
9650;46.377;2.4925;RCP8.5;H1;10;
9651;46.3768;2.5965;RCP8.5;H1;13;
9652;46.3765;2.7005;RCP8.5;H1;13;
9653;46.3761;2.8045;RCP8.5;H1;12;
9654;46.3757;2.9085;RCP8.5;H1;12;
9655;46.3751;3.0125;RCP8.5;H1;11;
9656;46.3744;3.1165;RCP8.5;H1;12;
9657;46.3737;3.2204;RCP8.5;H1;11;
9658;46.3728;3.3244;RCP8.5;H1;11;
9659;46.3719;3.4284;RCP8.5;H1;12;
9660;46.3708;3.5324;RCP8.5;H1;12;
9661;46.3697;3.6363;RCP8.5;H1;11;
9662;46.3684;3.7403;RCP8.5;H1;12;
9663;46.3671;3.8442;RCP8.5;H1;12;
9664;46.3657;3.9482;RCP8.5;H1;11;
9665;46.3641;4.0521;RCP8.5;H1;11;
9666;46.3625;4.1561;RCP8.5;H1;10;
9667;46.3608;4.26;RCP8.5;H1;11;
9668;46.359;4.3639;RCP8.5;H1;10;
9669;46.3571;4.4679;RCP8.5;H1;12;
9670;46.3551;4.5718;RCP8.5;H1;13;
9671;46.353;4.6757;RCP8.5;H1;13;
9672;46.3508;4.7796;RCP8.5;H1;12;
9673;46.3485;4.8835;RCP8.5;H1;12;
9674;46.3462;4.9873;RCP8.5;H1;15;
9675;46.3437;5.0912;RCP8.5;H1;14;
9676;46.3411;5.1951;RCP8.5;H1;13;
9677;46.3385;5.2989;RCP8.5;H1;13;
9678;46.3357;5.4028;RCP8.5;H1;14;
9679;46.3328;5.5066;RCP8.5;H1;14;
9680;46.3299;5.6104;RCP8.5;H1;14;
9681;46.3269;5.7142;RCP8.5;H1;15;
9682;46.3237;5.818;RCP8.5;H1;14;
9683;46.3205;5.9218;RCP8.5;H1;18;
9684;46.3171;6.0256;RCP8.5;H1;21;
9685;46.3137;6.1293;RCP8.5;H1;0;
9686;46.3102;6.2331;RCP8.5;H1;0;
9687;46.3066;6.3368;RCP8.5;H1;16;
9688;46.3029;6.4405;RCP8.5;H1;16;
9689;46.2991;6.5442;RCP8.5;H1;16;
9690;46.2952;6.6479;RCP8.5;H1;17;
9691;46.2912;6.7516;RCP8.5;H1;16;
9692;46.2871;6.8552;RCP8.5;H1;0;
9754;46.382;-1.5651;RCP8.5;H1;0;
9755;46.3856;-1.4613;RCP8.5;H1;8;
9756;46.389;-1.3574;RCP8.5;H1;10;
9757;46.3923;-1.2535;RCP8.5;H1;10;
9758;46.3956;-1.1495;RCP8.5;H1;10;
9759;46.3987;-1.0456;RCP8.5;H1;10;
9760;46.4018;-0.9417;RCP8.5;H1;10;
9761;46.4047;-0.8377;RCP8.5;H1;9;
9762;46.4076;-0.7337;RCP8.5;H1;9;
9763;46.4103;-0.6298;RCP8.5;H1;8;
9764;46.413;-0.5258;RCP8.5;H1;9;
9765;46.4156;-0.4218;RCP8.5;H1;9;
9766;46.4181;-0.3178;RCP8.5;H1;9;
9767;46.4204;-0.2138;RCP8.5;H1;10;
9768;46.4227;-0.1097;RCP8.5;H1;10;
9769;46.4249;-0.0057;RCP8.5;H1;10;
9770;46.427;0.0983;RCP8.5;H1;10;
9771;46.429;0.2024;RCP8.5;H1;9;
9772;46.4309;0.3064;RCP8.5;H1;10;
9773;46.4327;0.4105;RCP8.5;H1;10;
9774;46.4345;0.5146;RCP8.5;H1;9;
9775;46.4361;0.6187;RCP8.5;H1;10;
9776;46.4376;0.7227;RCP8.5;H1;11;
9777;46.439;0.8268;RCP8.5;H1;9;
9778;46.4404;0.9309;RCP8.5;H1;10;
9779;46.4416;1.035;RCP8.5;H1;10;
9780;46.4428;1.1391;RCP8.5;H1;9;
9781;46.4438;1.2432;RCP8.5;H1;10;
9782;46.4448;1.3474;RCP8.5;H1;10;
9783;46.4456;1.4515;RCP8.5;H1;11;
9784;46.4464;1.5556;RCP8.5;H1;10;
9785;46.4471;1.6597;RCP8.5;H1;10;
9786;46.4476;1.7638;RCP8.5;H1;9;
9787;46.4481;1.868;RCP8.5;H1;9;
9788;46.4485;1.9721;RCP8.5;H1;10;
9789;46.4488;2.0762;RCP8.5;H1;10;
9790;46.449;2.1803;RCP8.5;H1;11;
9791;46.4491;2.2845;RCP8.5;H1;12;
9792;46.4491;2.3886;RCP8.5;H1;10;
9793;46.449;2.4927;RCP8.5;H1;10;
9794;46.4488;2.5969;RCP8.5;H1;13;
9795;46.4485;2.701;RCP8.5;H1;12;
9796;46.4481;2.8051;RCP8.5;H1;11;
9797;46.4476;2.9092;RCP8.5;H1;13;
9798;46.4471;3.0134;RCP8.5;H1;12;
9799;46.4464;3.1175;RCP8.5;H1;11;
9800;46.4456;3.2216;RCP8.5;H1;12;
9801;46.4448;3.3257;RCP8.5;H1;11;
9802;46.4438;3.4298;RCP8.5;H1;13;
9803;46.4428;3.5339;RCP8.5;H1;12;
9804;46.4416;3.638;RCP8.5;H1;12;
9805;46.4404;3.7421;RCP8.5;H1;13;
9806;46.4391;3.8462;RCP8.5;H1;13;
9807;46.4376;3.9503;RCP8.5;H1;12;
9808;46.4361;4.0544;RCP8.5;H1;11;
9809;46.4345;4.1585;RCP8.5;H1;11;
9810;46.4328;4.2626;RCP8.5;H1;11;
9811;46.431;4.3666;RCP8.5;H1;11;
9812;46.4291;4.4707;RCP8.5;H1;12;
9813;46.4271;4.5747;RCP8.5;H1;13;
9814;46.425;4.6788;RCP8.5;H1;13;
9815;46.4228;4.7828;RCP8.5;H1;12;
9816;46.4205;4.8868;RCP8.5;H1;12;
9817;46.4181;4.9909;RCP8.5;H1;12;
9818;46.4156;5.0949;RCP8.5;H1;15;
9819;46.413;5.1989;RCP8.5;H1;14;
9820;46.4104;5.3028;RCP8.5;H1;12;
9821;46.4076;5.4068;RCP8.5;H1;13;
9822;46.4048;5.5108;RCP8.5;H1;14;
9823;46.4018;5.6147;RCP8.5;H1;13;
9824;46.3988;5.7187;RCP8.5;H1;15;
9825;46.3956;5.8226;RCP8.5;H1;15;
9826;46.3924;5.9265;RCP8.5;H1;18;
9827;46.389;6.0304;RCP8.5;H1;16;
9828;46.3856;6.1343;RCP8.5;H1;18;
9829;46.3821;6.2382;RCP8.5;H1;0;
9830;46.3785;6.3421;RCP8.5;H1;0;
9831;46.3748;6.4459;RCP8.5;H1;14;
9832;46.371;6.5498;RCP8.5;H1;15;
9833;46.3671;6.6536;RCP8.5;H1;17;
9834;46.3631;6.7574;RCP8.5;H1;16;
9895;46.4466;-1.7783;RCP8.5;H1;0;
9896;46.4503;-1.6743;RCP8.5;H1;8;
9897;46.4539;-1.5703;RCP8.5;H1;8;
9898;46.4575;-1.4663;RCP8.5;H1;9;
9899;46.4609;-1.3623;RCP8.5;H1;8;
9900;46.4642;-1.2582;RCP8.5;H1;10;
9901;46.4675;-1.1542;RCP8.5;H1;10;
9902;46.4706;-1.0501;RCP8.5;H1;10;
9903;46.4737;-0.946;RCP8.5;H1;10;
9904;46.4766;-0.8419;RCP8.5;H1;9;
9905;46.4795;-0.7378;RCP8.5;H1;9;
9906;46.4823;-0.6337;RCP8.5;H1;9;
9907;46.4849;-0.5296;RCP8.5;H1;10;
9908;46.4875;-0.4254;RCP8.5;H1;9;
9909;46.49;-0.3213;RCP8.5;H1;9;
9910;46.4924;-0.2171;RCP8.5;H1;9;
9911;46.4947;-0.113;RCP8.5;H1;9;
9912;46.4969;-0.0088;RCP8.5;H1;11;
9913;46.499;0.0954;RCP8.5;H1;9;
9914;46.501;0.1996;RCP8.5;H1;9;
9915;46.5029;0.3038;RCP8.5;H1;10;
9916;46.5047;0.408;RCP8.5;H1;10;
9917;46.5064;0.5122;RCP8.5;H1;9;
9918;46.508;0.6164;RCP8.5;H1;10;
9919;46.5096;0.7206;RCP8.5;H1;11;
9920;46.511;0.8248;RCP8.5;H1;9;
9921;46.5123;0.9291;RCP8.5;H1;9;
9922;46.5136;1.0333;RCP8.5;H1;8;
9923;46.5147;1.1375;RCP8.5;H1;8;
9924;46.5158;1.2418;RCP8.5;H1;8;
9925;46.5167;1.346;RCP8.5;H1;9;
9926;46.5176;1.4503;RCP8.5;H1;11;
9927;46.5184;1.5545;RCP8.5;H1;10;
9928;46.519;1.6588;RCP8.5;H1;9;
9929;46.5196;1.7631;RCP8.5;H1;9;
9930;46.5201;1.8673;RCP8.5;H1;9;
9931;46.5205;1.9716;RCP8.5;H1;10;
9932;46.5208;2.0759;RCP8.5;H1;10;
9933;46.5209;2.1801;RCP8.5;H1;11;
9934;46.521;2.2844;RCP8.5;H1;12;
9935;46.521;2.3887;RCP8.5;H1;12;
9936;46.5209;2.4929;RCP8.5;H1;11;
9937;46.5208;2.5972;RCP8.5;H1;12;
9938;46.5205;2.7015;RCP8.5;H1;12;
9939;46.5201;2.8057;RCP8.5;H1;12;
9940;46.5196;2.91;RCP8.5;H1;11;
9941;46.519;3.0143;RCP8.5;H1;12;
9942;46.5184;3.1185;RCP8.5;H1;13;
9943;46.5176;3.2228;RCP8.5;H1;12;
9944;46.5167;3.327;RCP8.5;H1;12;
9945;46.5158;3.4313;RCP8.5;H1;11;
9946;46.5147;3.5355;RCP8.5;H1;12;
9947;46.5136;3.6398;RCP8.5;H1;11;
9948;46.5124;3.744;RCP8.5;H1;12;
9949;46.511;3.8482;RCP8.5;H1;12;
9950;46.5096;3.9525;RCP8.5;H1;13;
9951;46.5081;4.0567;RCP8.5;H1;12;
9952;46.5064;4.1609;RCP8.5;H1;12;
9953;46.5047;4.2651;RCP8.5;H1;12;
9954;46.5029;4.3693;RCP8.5;H1;11;
9955;46.501;4.4735;RCP8.5;H1;11;
9956;46.499;4.5777;RCP8.5;H1;11;
9957;46.4969;4.6819;RCP8.5;H1;11;
9958;46.4947;4.7861;RCP8.5;H1;11;
9959;46.4924;4.8902;RCP8.5;H1;11;
9960;46.49;4.9944;RCP8.5;H1;12;
9961;46.4876;5.0985;RCP8.5;H1;14;
9962;46.485;5.2027;RCP8.5;H1;13;
9963;46.4823;5.3068;RCP8.5;H1;13;
9964;46.4795;5.4109;RCP8.5;H1;13;
9965;46.4767;5.515;RCP8.5;H1;13;
9966;46.4737;5.6191;RCP8.5;H1;13;
9967;46.4707;5.7232;RCP8.5;H1;13;
9968;46.4675;5.8272;RCP8.5;H1;13;
9969;46.4643;5.9313;RCP8.5;H1;16;
9970;46.4609;6.0353;RCP8.5;H1;16;
9971;46.4575;6.1394;RCP8.5;H1;0;
9976;46.4389;6.6593;RCP8.5;H1;0;
9977;46.4349;6.7633;RCP8.5;H1;0;
10038;46.5185;-1.7838;RCP8.5;H1;7;
10039;46.5222;-1.6796;RCP8.5;H1;9;
10040;46.5258;-1.5755;RCP8.5;H1;8;
10041;46.5294;-1.4713;RCP8.5;H1;9;
10042;46.5328;-1.3672;RCP8.5;H1;9;
10043;46.5361;-1.263;RCP8.5;H1;9;
10044;46.5394;-1.1588;RCP8.5;H1;10;
10045;46.5425;-1.0546;RCP8.5;H1;10;
10046;46.5456;-0.9504;RCP8.5;H1;10;
10047;46.5486;-0.8461;RCP8.5;H1;8;
10048;46.5514;-0.7419;RCP8.5;H1;8;
10049;46.5542;-0.6376;RCP8.5;H1;9;
10050;46.5569;-0.5334;RCP8.5;H1;9;
10051;46.5594;-0.4291;RCP8.5;H1;10;
10052;46.5619;-0.3248;RCP8.5;H1;10;
10053;46.5643;-0.2205;RCP8.5;H1;11;
10054;46.5666;-0.1162;RCP8.5;H1;9;
