#-----------------------------------------------------------------------------
# Date d'extraction : 26/12/2025 - 16h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATXHWD : Ecart de nombre de jours d'une vague de chaleur (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATXHWD;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATXHWD;
11239;47.154;4.1829;RCP8.5;H2;28;
11240;47.1523;4.2884;RCP8.5;H2;28;
11241;47.1504;4.3939;RCP8.5;H2;28;
11242;47.1485;4.4993;RCP8.5;H2;29;
11243;47.1465;4.6048;RCP8.5;H2;30;
11244;47.1444;4.7102;RCP8.5;H2;29;
11245;47.1421;4.8156;RCP8.5;H2;30;
11246;47.1398;4.921;RCP8.5;H2;31;
11247;47.1374;5.0265;RCP8.5;H2;30;
11248;47.1349;5.1319;RCP8.5;H2;28;
11249;47.1323;5.2372;RCP8.5;H2;28;
11250;47.1296;5.3426;RCP8.5;H2;28;
11251;47.1268;5.448;RCP8.5;H2;29;
11252;47.1239;5.5534;RCP8.5;H2;29;
11253;47.1209;5.6587;RCP8.5;H2;27;
11254;47.1178;5.764;RCP8.5;H2;27;
11255;47.1146;5.8694;RCP8.5;H2;27;
11256;47.1113;5.9747;RCP8.5;H2;28;
11257;47.108;6.08;RCP8.5;H2;28;
11258;47.1045;6.1852;RCP8.5;H2;27;
11259;47.1009;6.2905;RCP8.5;H2;30;
11260;47.0973;6.3958;RCP8.5;H2;30;
11261;47.0935;6.501;RCP8.5;H2;32;
11262;47.0896;6.6062;RCP8.5;H2;32;
11263;47.0857;6.7114;RCP8.5;H2;0;
11321;47.1493;-2.2549;RCP8.5;H2;0;
11322;47.1534;-2.1496;RCP8.5;H2;15;
11323;47.1575;-2.0442;RCP8.5;H2;15;
11324;47.1614;-1.9389;RCP8.5;H2;17;
11325;47.1653;-1.8335;RCP8.5;H2;18;
11326;47.1691;-1.7281;RCP8.5;H2;22;
11327;47.1727;-1.6228;RCP8.5;H2;21;
11328;47.1763;-1.5173;RCP8.5;H2;21;
11329;47.1798;-1.4119;RCP8.5;H2;20;
11330;47.1832;-1.3065;RCP8.5;H2;20;
11331;47.1865;-1.201;RCP8.5;H2;21;
11332;47.1897;-1.0956;RCP8.5;H2;24;
11333;47.1928;-0.9901;RCP8.5;H2;23;
11334;47.1958;-0.8846;RCP8.5;H2;23;
11335;47.1987;-0.7791;RCP8.5;H2;23;
11336;47.2015;-0.6736;RCP8.5;H2;22;
11337;47.2042;-0.5681;RCP8.5;H2;25;
11338;47.2068;-0.4626;RCP8.5;H2;25;
11339;47.2093;-0.357;RCP8.5;H2;23;
11340;47.2117;-0.2515;RCP8.5;H2;23;
11341;47.214;-0.1459;RCP8.5;H2;22;
11342;47.2163;-0.0403;RCP8.5;H2;22;
11343;47.2184;0.0652;RCP8.5;H2;23;
11344;47.2204;0.1708;RCP8.5;H2;24;
11345;47.2224;0.2764;RCP8.5;H2;23;
11346;47.2242;0.382;RCP8.5;H2;23;
11347;47.2259;0.4876;RCP8.5;H2;24;
11348;47.2276;0.5933;RCP8.5;H2;26;
11349;47.2291;0.6989;RCP8.5;H2;26;
11350;47.2306;0.8045;RCP8.5;H2;25;
11351;47.2319;0.9101;RCP8.5;H2;25;
11352;47.2332;1.0158;RCP8.5;H2;24;
11353;47.2344;1.1214;RCP8.5;H2;23;
11354;47.2354;1.2271;RCP8.5;H2;23;
11355;47.2364;1.3327;RCP8.5;H2;23;
11356;47.2373;1.4384;RCP8.5;H2;23;
11357;47.238;1.544;RCP8.5;H2;24;
11358;47.2387;1.6497;RCP8.5;H2;26;
11359;47.2393;1.7554;RCP8.5;H2;24;
11360;47.2398;1.861;RCP8.5;H2;24;
11361;47.2402;1.9667;RCP8.5;H2;26;
11362;47.2405;2.0724;RCP8.5;H2;27;
11363;47.2406;2.178;RCP8.5;H2;26;
11364;47.2407;2.2837;RCP8.5;H2;26;
11365;47.2407;2.3894;RCP8.5;H2;26;
11366;47.2406;2.495;RCP8.5;H2;25;
11367;47.2405;2.6007;RCP8.5;H2;25;
11368;47.2402;2.7064;RCP8.5;H2;27;
11369;47.2398;2.812;RCP8.5;H2;28;
11370;47.2393;2.9177;RCP8.5;H2;27;
11371;47.2387;3.0234;RCP8.5;H2;26;
11372;47.238;3.129;RCP8.5;H2;28;
11373;47.2373;3.2347;RCP8.5;H2;28;
11374;47.2364;3.3403;RCP8.5;H2;28;
11375;47.2354;3.446;RCP8.5;H2;30;
11376;47.2344;3.5516;RCP8.5;H2;29;
11377;47.2332;3.6573;RCP8.5;H2;29;
11378;47.2319;3.7629;RCP8.5;H2;28;
11379;47.2306;3.8686;RCP8.5;H2;26;
11380;47.2291;3.9742;RCP8.5;H2;26;
11381;47.2276;4.0798;RCP8.5;H2;27;
11382;47.226;4.1854;RCP8.5;H2;28;
11383;47.2242;4.291;RCP8.5;H2;29;
11384;47.2224;4.3966;RCP8.5;H2;28;
11385;47.2204;4.5022;RCP8.5;H2;29;
11386;47.2184;4.6078;RCP8.5;H2;29;
11387;47.2163;4.7134;RCP8.5;H2;30;
11388;47.2141;4.819;RCP8.5;H2;31;
11389;47.2117;4.9245;RCP8.5;H2;31;
11390;47.2093;5.0301;RCP8.5;H2;31;
11391;47.2068;5.1356;RCP8.5;H2;30;
11392;47.2042;5.2411;RCP8.5;H2;31;
11393;47.2015;5.3467;RCP8.5;H2;28;
11394;47.1987;5.4522;RCP8.5;H2;30;
11395;47.1958;5.5577;RCP8.5;H2;28;
11396;47.1928;5.6632;RCP8.5;H2;26;
11397;47.1897;5.7686;RCP8.5;H2;27;
11398;47.1865;5.8741;RCP8.5;H2;28;
11399;47.1832;5.9795;RCP8.5;H2;27;
11400;47.1798;6.085;RCP8.5;H2;28;
11401;47.1764;6.1904;RCP8.5;H2;29;
11402;47.1728;6.2958;RCP8.5;H2;29;
11403;47.1691;6.4012;RCP8.5;H2;28;
11404;47.1654;6.5066;RCP8.5;H2;29;
11405;47.1615;6.612;RCP8.5;H2;28;
11406;47.1575;6.7173;RCP8.5;H2;32;
11407;47.1535;6.8226;RCP8.5;H2;0;
11464;47.2211;-2.2611;RCP8.5;H2;0;
11465;47.2253;-2.1556;RCP8.5;H2;16;
11466;47.2293;-2.0501;RCP8.5;H2;15;
11467;47.2333;-1.9446;RCP8.5;H2;18;
11468;47.2372;-1.8391;RCP8.5;H2;22;
11469;47.2409;-1.7336;RCP8.5;H2;22;
11470;47.2446;-1.6281;RCP8.5;H2;22;
11471;47.2482;-1.5225;RCP8.5;H2;22;
11472;47.2517;-1.417;RCP8.5;H2;21;
11473;47.2551;-1.3114;RCP8.5;H2;21;
11474;47.2584;-1.2058;RCP8.5;H2;24;
11475;47.2616;-1.1002;RCP8.5;H2;24;
11476;47.2647;-0.9946;RCP8.5;H2;24;
11477;47.2677;-0.8889;RCP8.5;H2;24;
11478;47.2706;-0.7833;RCP8.5;H2;23;
11479;47.2734;-0.6777;RCP8.5;H2;24;
11480;47.2761;-0.572;RCP8.5;H2;24;
11481;47.2787;-0.4663;RCP8.5;H2;24;
11482;47.2812;-0.3606;RCP8.5;H2;25;
11483;47.2836;-0.2549;RCP8.5;H2;25;
11484;47.286;-0.1492;RCP8.5;H2;25;
11485;47.2882;-0.0435;RCP8.5;H2;25;
11486;47.2903;0.0622;RCP8.5;H2;25;
11487;47.2924;0.1679;RCP8.5;H2;25;
11488;47.2943;0.2737;RCP8.5;H2;25;
11489;47.2961;0.3794;RCP8.5;H2;25;
11490;47.2979;0.4851;RCP8.5;H2;25;
11491;47.2995;0.5909;RCP8.5;H2;26;
11492;47.3011;0.6967;RCP8.5;H2;26;
11493;47.3025;0.8024;RCP8.5;H2;26;
11494;47.3039;0.9082;RCP8.5;H2;26;
11495;47.3051;1.014;RCP8.5;H2;26;
11496;47.3063;1.1198;RCP8.5;H2;24;
11497;47.3074;1.2256;RCP8.5;H2;24;
11498;47.3083;1.3314;RCP8.5;H2;24;
11499;47.3092;1.4372;RCP8.5;H2;24;
11500;47.31;1.543;RCP8.5;H2;24;
11501;47.3107;1.6488;RCP8.5;H2;25;
11502;47.3113;1.7546;RCP8.5;H2;25;
11503;47.3117;1.8604;RCP8.5;H2;26;
11504;47.3121;1.9662;RCP8.5;H2;24;
11505;47.3124;2.072;RCP8.5;H2;23;
11506;47.3126;2.1778;RCP8.5;H2;26;
11507;47.3127;2.2836;RCP8.5;H2;27;
11508;47.3127;2.3894;RCP8.5;H2;26;
11509;47.3126;2.4952;RCP8.5;H2;27;
11510;47.3124;2.6011;RCP8.5;H2;26;
11511;47.3121;2.7069;RCP8.5;H2;27;
11512;47.3117;2.8127;RCP8.5;H2;26;
11513;47.3113;2.9185;RCP8.5;H2;26;
11514;47.3107;3.0243;RCP8.5;H2;25;
11515;47.31;3.1301;RCP8.5;H2;26;
11516;47.3092;3.2359;RCP8.5;H2;28;
11517;47.3084;3.3417;RCP8.5;H2;29;
11518;47.3074;3.4475;RCP8.5;H2;27;
11519;47.3063;3.5533;RCP8.5;H2;29;
11520;47.3052;3.6591;RCP8.5;H2;27;
11521;47.3039;3.7648;RCP8.5;H2;29;
11522;47.3025;3.8706;RCP8.5;H2;26;
11523;47.3011;3.9764;RCP8.5;H2;25;
11524;47.2995;4.0821;RCP8.5;H2;25;
11525;47.2979;4.1879;RCP8.5;H2;27;
11526;47.2962;4.2937;RCP8.5;H2;27;
11527;47.2943;4.3994;RCP8.5;H2;27;
11528;47.2924;4.5051;RCP8.5;H2;29;
11529;47.2903;4.6109;RCP8.5;H2;27;
11530;47.2882;4.7166;RCP8.5;H2;28;
11531;47.286;4.8223;RCP8.5;H2;31;
11532;47.2837;4.928;RCP8.5;H2;29;
11533;47.2812;5.0337;RCP8.5;H2;30;
11534;47.2787;5.1394;RCP8.5;H2;31;
11535;47.2761;5.245;RCP8.5;H2;30;
11536;47.2734;5.3507;RCP8.5;H2;29;
11537;47.2706;5.4564;RCP8.5;H2;29;
11538;47.2677;5.562;RCP8.5;H2;31;
11539;47.2647;5.6676;RCP8.5;H2;30;
11540;47.2616;5.7732;RCP8.5;H2;30;
11541;47.2584;5.8789;RCP8.5;H2;28;
11542;47.2551;5.9844;RCP8.5;H2;27;
11543;47.2517;6.09;RCP8.5;H2;28;
11544;47.2482;6.1956;RCP8.5;H2;27;
11545;47.2447;6.3011;RCP8.5;H2;26;
11546;47.241;6.4067;RCP8.5;H2;27;
11547;47.2372;6.5122;RCP8.5;H2;27;
11548;47.2334;6.6177;RCP8.5;H2;30;
11549;47.2294;6.7232;RCP8.5;H2;31;
11550;47.2253;6.8287;RCP8.5;H2;33;
11551;47.2212;6.9341;RCP8.5;H2;0;
11599;47.2562;-3.1114;RCP8.5;H2;0;
11605;47.2843;-2.4784;RCP8.5;H2;18;
11606;47.2887;-2.3728;RCP8.5;H2;19;
11607;47.293;-2.2673;RCP8.5;H2;19;
11608;47.2971;-2.1617;RCP8.5;H2;18;
11609;47.3012;-2.056;RCP8.5;H2;17;
11610;47.3052;-1.9504;RCP8.5;H2;23;
11611;47.309;-1.8448;RCP8.5;H2;22;
11612;47.3128;-1.7391;RCP8.5;H2;22;
11613;47.3165;-1.6334;RCP8.5;H2;22;
11614;47.3201;-1.5277;RCP8.5;H2;22;
11615;47.3236;-1.422;RCP8.5;H2;22;
11616;47.327;-1.3163;RCP8.5;H2;21;
11617;47.3303;-1.2106;RCP8.5;H2;24;
11618;47.3335;-1.1048;RCP8.5;H2;24;
11619;47.3366;-0.9991;RCP8.5;H2;24;
11620;47.3396;-0.8933;RCP8.5;H2;24;
11621;47.3425;-0.7875;RCP8.5;H2;23;
11622;47.3453;-0.6817;RCP8.5;H2;24;
11623;47.348;-0.5759;RCP8.5;H2;24;
11624;47.3506;-0.4701;RCP8.5;H2;24;
11625;47.3531;-0.3643;RCP8.5;H2;23;
11626;47.3556;-0.2584;RCP8.5;H2;23;
11627;47.3579;-0.1526;RCP8.5;H2;24;
11628;47.3601;-0.0467;RCP8.5;H2;25;
11629;47.3623;0.0591;RCP8.5;H2;23;
11630;47.3643;0.165;RCP8.5;H2;25;
11631;47.3662;0.2709;RCP8.5;H2;25;
11632;47.3681;0.3768;RCP8.5;H2;24;
11633;47.3698;0.4827;RCP8.5;H2;24;
11634;47.3715;0.5886;RCP8.5;H2;26;
11635;47.373;0.6945;RCP8.5;H2;26;
11636;47.3745;0.8004;RCP8.5;H2;25;
11637;47.3758;0.9063;RCP8.5;H2;26;
11638;47.3771;1.0122;RCP8.5;H2;24;
11639;47.3783;1.1181;RCP8.5;H2;24;
11640;47.3793;1.2241;RCP8.5;H2;24;
11641;47.3803;1.33;RCP8.5;H2;25;
11642;47.3812;1.4359;RCP8.5;H2;25;
11643;47.3819;1.5419;RCP8.5;H2;24;
11644;47.3826;1.6478;RCP8.5;H2;25;
11645;47.3832;1.7538;RCP8.5;H2;25;
11646;47.3837;1.8597;RCP8.5;H2;24;
11647;47.3841;1.9657;RCP8.5;H2;24;
11648;47.3844;2.0716;RCP8.5;H2;24;
11649;47.3846;2.1776;RCP8.5;H2;26;
11650;47.3847;2.2835;RCP8.5;H2;27;
11651;47.3847;2.3895;RCP8.5;H2;27;
11652;47.3846;2.4955;RCP8.5;H2;26;
11653;47.3844;2.6014;RCP8.5;H2;25;
11654;47.3841;2.7074;RCP8.5;H2;27;
11655;47.3837;2.8133;RCP8.5;H2;26;
11656;47.3832;2.9193;RCP8.5;H2;25;
11657;47.3826;3.0252;RCP8.5;H2;25;
11658;47.382;3.1312;RCP8.5;H2;26;
11659;47.3812;3.2371;RCP8.5;H2;27;
11660;47.3803;3.343;RCP8.5;H2;26;
11661;47.3793;3.449;RCP8.5;H2;28;
11662;47.3783;3.5549;RCP8.5;H2;28;
11663;47.3771;3.6608;RCP8.5;H2;28;
11664;47.3759;3.7668;RCP8.5;H2;28;
11665;47.3745;3.8727;RCP8.5;H2;26;
11666;47.373;3.9786;RCP8.5;H2;28;
11667;47.3715;4.0845;RCP8.5;H2;28;
11668;47.3698;4.1904;RCP8.5;H2;27;
11669;47.3681;4.2963;RCP8.5;H2;29;
11670;47.3663;4.4022;RCP8.5;H2;30;
11671;47.3643;4.5081;RCP8.5;H2;27;
11672;47.3623;4.6139;RCP8.5;H2;28;
11673;47.3601;4.7198;RCP8.5;H2;28;
11674;47.3579;4.8256;RCP8.5;H2;30;
11675;47.3556;4.9315;RCP8.5;H2;30;
11676;47.3532;5.0373;RCP8.5;H2;31;
11677;47.3506;5.1431;RCP8.5;H2;31;
11678;47.348;5.249;RCP8.5;H2;31;
11679;47.3453;5.3548;RCP8.5;H2;30;
11680;47.3425;5.4606;RCP8.5;H2;30;
11681;47.3396;5.5663;RCP8.5;H2;30;
11682;47.3366;5.6721;RCP8.5;H2;29;
11683;47.3335;5.7779;RCP8.5;H2;29;
11684;47.3303;5.8836;RCP8.5;H2;28;
11685;47.327;5.9894;RCP8.5;H2;28;
11686;47.3236;6.0951;RCP8.5;H2;27;
11687;47.3201;6.2008;RCP8.5;H2;26;
11688;47.3165;6.3065;RCP8.5;H2;26;
11689;47.3129;6.4121;RCP8.5;H2;25;
11690;47.3091;6.5178;RCP8.5;H2;27;
11691;47.3052;6.6235;RCP8.5;H2;26;
11692;47.3012;6.7291;RCP8.5;H2;28;
11693;47.2972;6.8347;RCP8.5;H2;27;
11694;47.293;6.9403;RCP8.5;H2;0;
11695;47.2887;7.0459;RCP8.5;H2;0;
11741;47.3229;-3.2243;RCP8.5;H2;0;
11742;47.3279;-3.1188;RCP8.5;H2;0;
11744;47.3377;-2.9075;RCP8.5;H2;0;
11748;47.3562;-2.4849;RCP8.5;H2;17;
11749;47.3605;-2.3792;RCP8.5;H2;17;
11750;47.3648;-2.2735;RCP8.5;H2;17;
11751;47.369;-2.1677;RCP8.5;H2;18;
11752;47.373;-2.062;RCP8.5;H2;17;
11753;47.377;-1.9562;RCP8.5;H2;23;
11754;47.3809;-1.8504;RCP8.5;H2;23;
11755;47.3847;-1.7446;RCP8.5;H2;23;
11756;47.3884;-1.6388;RCP8.5;H2;23;
11757;47.392;-1.5329;RCP8.5;H2;23;
11758;47.3954;-1.4271;RCP8.5;H2;23;
11759;47.3988;-1.3212;RCP8.5;H2;23;
11760;47.4021;-1.2153;RCP8.5;H2;22;
11761;47.4053;-1.1095;RCP8.5;H2;23;
11762;47.4085;-1.0036;RCP8.5;H2;22;
11763;47.4115;-0.8976;RCP8.5;H2;23;
11764;47.4144;-0.7917;RCP8.5;H2;24;
11765;47.4172;-0.6858;RCP8.5;H2;21;
11766;47.4199;-0.5798;RCP8.5;H2;24;
11767;47.4225;-0.4739;RCP8.5;H2;24;
11768;47.4251;-0.3679;RCP8.5;H2;23;
11769;47.4275;-0.2619;RCP8.5;H2;24;
11770;47.4298;-0.1559;RCP8.5;H2;24;
11771;47.432;-0.05;RCP8.5;H2;25;
11772;47.4342;0.0561;RCP8.5;H2;25;
11773;47.4362;0.1621;RCP8.5;H2;25;
11774;47.4382;0.2681;RCP8.5;H2;24;
11775;47.44;0.3741;RCP8.5;H2;24;
11776;47.4418;0.4802;RCP8.5;H2;26;
11777;47.4434;0.5862;RCP8.5;H2;25;
11778;47.445;0.6922;RCP8.5;H2;25;
11779;47.4464;0.7983;RCP8.5;H2;26;
11780;47.4478;0.9044;RCP8.5;H2;26;
11781;47.449;1.0104;RCP8.5;H2;24;
11782;47.4502;1.1165;RCP8.5;H2;24;
11783;47.4513;1.2226;RCP8.5;H2;23;
11784;47.4523;1.3286;RCP8.5;H2;24;
11785;47.4531;1.4347;RCP8.5;H2;25;
11786;47.4539;1.5408;RCP8.5;H2;24;
11787;47.4546;1.6469;RCP8.5;H2;26;
11788;47.4552;1.753;RCP8.5;H2;26;
11789;47.4557;1.8591;RCP8.5;H2;25;
11790;47.456;1.9652;RCP8.5;H2;23;
11791;47.4563;2.0713;RCP8.5;H2;23;
11792;47.4565;2.1774;RCP8.5;H2;24;
11793;47.4566;2.2835;RCP8.5;H2;27;
11794;47.4566;2.3896;RCP8.5;H2;26;
11795;47.4565;2.4957;RCP8.5;H2;26;
11796;47.4563;2.6018;RCP8.5;H2;27;
11797;47.456;2.7079;RCP8.5;H2;27;
11798;47.4557;2.814;RCP8.5;H2;26;
11799;47.4552;2.9201;RCP8.5;H2;25;
11800;47.4546;3.0261;RCP8.5;H2;25;
11801;47.4539;3.1322;RCP8.5;H2;27;
11802;47.4531;3.2383;RCP8.5;H2;26;
11803;47.4523;3.3444;RCP8.5;H2;29;
11804;47.4513;3.4505;RCP8.5;H2;28;
11805;47.4502;3.5566;RCP8.5;H2;28;
11806;47.4491;3.6626;RCP8.5;H2;30;
11807;47.4478;3.7687;RCP8.5;H2;27;
11808;47.4464;3.8748;RCP8.5;H2;28;
11809;47.445;3.9808;RCP8.5;H2;28;
11810;47.4434;4.0869;RCP8.5;H2;27;
11811;47.4418;4.1929;RCP8.5;H2;28;
11812;47.44;4.2989;RCP8.5;H2;30;
11813;47.4382;4.405;RCP8.5;H2;30;
11814;47.4362;4.511;RCP8.5;H2;29;
11815;47.4342;4.617;RCP8.5;H2;28;
11816;47.4321;4.723;RCP8.5;H2;28;
11817;47.4298;4.829;RCP8.5;H2;29;
11818;47.4275;4.935;RCP8.5;H2;32;
11819;47.4251;5.041;RCP8.5;H2;31;
11820;47.4226;5.1469;RCP8.5;H2;33;
11821;47.4199;5.2529;RCP8.5;H2;33;
11822;47.4172;5.3588;RCP8.5;H2;32;
11823;47.4144;5.4648;RCP8.5;H2;32;
11824;47.4115;5.5707;RCP8.5;H2;32;
11825;47.4085;5.6766;RCP8.5;H2;31;
11826;47.4054;5.7825;RCP8.5;H2;29;
11827;47.4022;5.8884;RCP8.5;H2;30;
11828;47.3989;5.9943;RCP8.5;H2;28;
11829;47.3955;6.1001;RCP8.5;H2;26;
11830;47.392;6.206;RCP8.5;H2;26;
11831;47.3884;6.3118;RCP8.5;H2;28;
11832;47.3847;6.4176;RCP8.5;H2;28;
11833;47.3809;6.5234;RCP8.5;H2;27;
11834;47.3771;6.6292;RCP8.5;H2;27;
11835;47.3731;6.735;RCP8.5;H2;26;
11836;47.369;6.8408;RCP8.5;H2;26;
11837;47.3648;6.9465;RCP8.5;H2;0;
11838;47.3606;7.0522;RCP8.5;H2;0;
11884;47.3947;-3.2318;RCP8.5;H2;0;
11887;47.4095;-2.9146;RCP8.5;H2;0;
11891;47.428;-2.4914;RCP8.5;H2;0;
11892;47.4324;-2.3855;RCP8.5;H2;17;
11893;47.4366;-2.2797;RCP8.5;H2;17;
11894;47.4408;-2.1738;RCP8.5;H2;19;
11895;47.4449;-2.0679;RCP8.5;H2;19;
11896;47.4489;-1.962;RCP8.5;H2;25;
11897;47.4527;-1.856;RCP8.5;H2;23;
11898;47.4565;-1.7501;RCP8.5;H2;25;
11899;47.4602;-1.6441;RCP8.5;H2;25;
11900;47.4638;-1.5382;RCP8.5;H2;23;
11901;47.4673;-1.4322;RCP8.5;H2;23;
11902;47.4707;-1.3262;RCP8.5;H2;22;
11903;47.474;-1.2201;RCP8.5;H2;22;
11904;47.4772;-1.1141;RCP8.5;H2;22;
11905;47.4803;-1.0081;RCP8.5;H2;23;
11906;47.4834;-0.902;RCP8.5;H2;24;
11907;47.4863;-0.7959;RCP8.5;H2;23;
11908;47.4891;-0.6899;RCP8.5;H2;24;
11909;47.4918;-0.5838;RCP8.5;H2;23;
11910;47.4944;-0.4777;RCP8.5;H2;23;
11911;47.497;-0.3716;RCP8.5;H2;24;
11912;47.4994;-0.2654;RCP8.5;H2;24;
11913;47.5017;-0.1593;RCP8.5;H2;24;
11914;47.504;-0.0532;RCP8.5;H2;25;
11915;47.5061;0.053;RCP8.5;H2;24;
11916;47.5082;0.1591;RCP8.5;H2;24;
11917;47.5101;0.2653;RCP8.5;H2;24;
11918;47.5119;0.3715;RCP8.5;H2;25;
11919;47.5137;0.4776;RCP8.5;H2;26;
11920;47.5154;0.5838;RCP8.5;H2;24;
11921;47.5169;0.69;RCP8.5;H2;25;
11922;47.5184;0.7962;RCP8.5;H2;24;
11923;47.5197;0.9024;RCP8.5;H2;25;
11924;47.521;1.0086;RCP8.5;H2;25;
11925;47.5222;1.1148;RCP8.5;H2;24;
11926;47.5232;1.2211;RCP8.5;H2;24;
11927;47.5242;1.3273;RCP8.5;H2;24;
11928;47.5251;1.4335;RCP8.5;H2;26;
11929;47.5259;1.5397;RCP8.5;H2;27;
11930;47.5265;1.646;RCP8.5;H2;25;
11931;47.5271;1.7522;RCP8.5;H2;25;
11932;47.5276;1.8584;RCP8.5;H2;24;
11933;47.528;1.9647;RCP8.5;H2;23;
11934;47.5283;2.0709;RCP8.5;H2;22;
11935;47.5285;2.1772;RCP8.5;H2;25;
11936;47.5286;2.2834;RCP8.5;H2;26;
11937;47.5286;2.3896;RCP8.5;H2;27;
11938;47.5285;2.4959;RCP8.5;H2;27;
11939;47.5283;2.6021;RCP8.5;H2;27;
11940;47.528;2.7084;RCP8.5;H2;25;
11941;47.5276;2.8146;RCP8.5;H2;24;
11942;47.5271;2.9208;RCP8.5;H2;25;
11943;47.5266;3.0271;RCP8.5;H2;25;
11944;47.5259;3.1333;RCP8.5;H2;27;
11945;47.5251;3.2395;RCP8.5;H2;26;
11946;47.5242;3.3458;RCP8.5;H2;29;
11947;47.5232;3.452;RCP8.5;H2;28;
11948;47.5222;3.5582;RCP8.5;H2;28;
11949;47.521;3.6644;RCP8.5;H2;29;
11950;47.5197;3.7706;RCP8.5;H2;27;
11951;47.5184;3.8768;RCP8.5;H2;29;
11952;47.5169;3.983;RCP8.5;H2;26;
11953;47.5154;4.0892;RCP8.5;H2;26;
11954;47.5137;4.1954;RCP8.5;H2;28;
11955;47.512;4.3016;RCP8.5;H2;29;
11956;47.5101;4.4078;RCP8.5;H2;29;
11957;47.5082;4.5139;RCP8.5;H2;29;
11958;47.5061;4.6201;RCP8.5;H2;27;
11959;47.504;4.7262;RCP8.5;H2;28;
11960;47.5018;4.8324;RCP8.5;H2;28;
11961;47.4994;4.9385;RCP8.5;H2;32;
11962;47.497;5.0446;RCP8.5;H2;33;
11963;47.4945;5.1507;RCP8.5;H2;33;
11964;47.4919;5.2568;RCP8.5;H2;32;
11965;47.4891;5.3629;RCP8.5;H2;32;
11966;47.4863;5.469;RCP8.5;H2;31;
11967;47.4834;5.5751;RCP8.5;H2;31;
11968;47.4804;5.6811;RCP8.5;H2;31;
11969;47.4773;5.7872;RCP8.5;H2;31;
11970;47.4741;5.8932;RCP8.5;H2;32;
11971;47.4708;5.9992;RCP8.5;H2;30;
11972;47.4674;6.1052;RCP8.5;H2;28;
11973;47.4639;6.2112;RCP8.5;H2;28;
11974;47.4603;6.3172;RCP8.5;H2;28;
11975;47.4566;6.4231;RCP8.5;H2;26;
11976;47.4528;6.5291;RCP8.5;H2;26;
11977;47.4489;6.635;RCP8.5;H2;26;
11978;47.4449;6.7409;RCP8.5;H2;26;
11979;47.4409;6.8468;RCP8.5;H2;27;
11980;47.4367;6.9527;RCP8.5;H2;0;
11982;47.428;7.1644;RCP8.5;H2;30;
11983;47.4236;7.2703;RCP8.5;H2;0;
11984;47.419;7.3761;RCP8.5;H2;30;
12028;47.4715;-3.1335;RCP8.5;H2;0;
12031;47.4861;-2.8158;RCP8.5;H2;0;
12032;47.4908;-2.7098;RCP8.5;H2;19;
12033;47.4953;-2.6039;RCP8.5;H2;0;
12034;47.4998;-2.4979;RCP8.5;H2;0;
12035;47.5042;-2.3919;RCP8.5;H2;18;
12036;47.5085;-2.2859;RCP8.5;H2;18;
12037;47.5126;-2.1799;RCP8.5;H2;20;
12038;47.5167;-2.0738;RCP8.5;H2;24;
12039;47.5207;-1.9678;RCP8.5;H2;24;
12040;47.5246;-1.8617;RCP8.5;H2;23;
12041;47.5284;-1.7556;RCP8.5;H2;25;
12042;47.5321;-1.6495;RCP8.5;H2;25;
12043;47.5357;-1.5434;RCP8.5;H2;23;
12044;47.5392;-1.4373;RCP8.5;H2;22;
12045;47.5426;-1.3311;RCP8.5;H2;22;
12046;47.5459;-1.2249;RCP8.5;H2;22;
12047;47.5491;-1.1188;RCP8.5;H2;24;
12048;47.5522;-1.0126;RCP8.5;H2;24;
12049;47.5553;-0.9064;RCP8.5;H2;25;
12050;47.5582;-0.8002;RCP8.5;H2;25;
12051;47.561;-0.694;RCP8.5;H2;24;
12052;47.5637;-0.5877;RCP8.5;H2;22;
12053;47.5664;-0.4815;RCP8.5;H2;22;
12054;47.5689;-0.3752;RCP8.5;H2;20;
12055;47.5713;-0.269;RCP8.5;H2;24;
12056;47.5737;-0.1627;RCP8.5;H2;24;
12057;47.5759;-0.0564;RCP8.5;H2;25;
12058;47.578;0.0499;RCP8.5;H2;25;
12059;47.5801;0.1562;RCP8.5;H2;24;
12060;47.582;0.2625;RCP8.5;H2;25;
12061;47.5839;0.3688;RCP8.5;H2;25;
12062;47.5856;0.4751;RCP8.5;H2;25;
12063;47.5873;0.5815;RCP8.5;H2;24;
12064;47.5888;0.6878;RCP8.5;H2;24;
12065;47.5903;0.7941;RCP8.5;H2;24;
12066;47.5917;0.9005;RCP8.5;H2;24;
12067;47.5929;1.0068;RCP8.5;H2;23;
12068;47.5941;1.1132;RCP8.5;H2;23;
12069;47.5952;1.2196;RCP8.5;H2;23;
